"","X","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","pdsi","pdsi.sd","pdsi.min","spiyear.min","spispring.min","spisummer.min","spiyear.mean","spispring.mean","spisummer.mean"
"499",499,"angustifolia",16913193,"NCU",1966,7,20,"1966-07-20","Alabama","limestone","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16913193",-86.97369268,34.81222508,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.156016954236617,1.69043621377617,-4.44999980926514,-3.66707539558411,-3.66707539558411,-3.60939717292786,0.000280559848761186,0.000228839897317812,0.000228839897317812
"500",500,"angustifolia",12508681,"DUKE",1988,5,20,"1988-05-20","North Carolina","richmond","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508681",-79.73691901,35.00408379,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.0719491528915399,1.72304056829758,-4,-2.7504460811615,-2.74861216545105,-2.7504460811615,-5.96966092416551e-05,-1.57636941366945e-06,-1.57636941366945e-06
"501",501,"angustifolia",15948553,"NCU",1957,6,28,"1957-06-28","North Carolina","sampson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948553",-78.36756381,34.9882198,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.0138135540251762,1.61833718865684,-4.30999994277954,-3.47466611862183,-3.47466611862183,-3.26607513427734,0.000106511608464643,0.000123310659546405,0.000123310659546405
"502",502,"angustifolia",15836689,"FLAS",1968,5,9,"1968-05-09","Florida","okaloosa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15836689",-86.6027942,30.73988971,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.0711864463479842,1.91335307274338,-4.78000020980835,-2.9565896987915,-2.84915924072266,-2.9565896987915,0.000198607711354271,0.000112751964479685,0.000112751964479685
"503",503,"angustifolia",15359613,"GSW",1967,3,5,"1967-03-05","Alabama","houston","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15359613",-85.31543021,31.15254068,"county_centroid","Y","N","N",65,0,"Y","two collection dates","","","SC","date",-0.15322033999393,1.80651427177603,-5,-3.09619998931885,-3.08731484413147,-3.09619998931885,0.000188711841474287,0.000217487409827299,0.000217487409827299
"504",504,"angustifolia",15369764,"NCU",1967,6,17,"1967-06-17","Virginia","buckingham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369764",-78.52957232,37.56512261,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.0659322032420817,1.65469506570075,-3.89000010490417,-2.7041187286377,-2.7041187286377,-2.5377299785614,-7.47475351090543e-05,-1.60122035595123e-05,-1.60122035595123e-05
"505",505,"angustifolia",22918630,"ASU",1989,4,2,"1989-04-02","Missouri","Barry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22918630",-93.6047,36.7008,"geo_referenced","Y","N","N",65,0,"","","","","SC","",0.0192372872004822,1.7299563475975,-4.09999990463257,-3.21246242523193,-2.93023252487183,-3.21246242523193,0.000321398081723601,0.000444101606262848,0.000444101606262848
"506",506,"angustifolia",21350461,"APSC",NA,NA,NA,"","Kentucky","edmonson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21350461",-86.23543802,37.21123858,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.238389824343435,1.79107187059777,-5.46000003814697,-3.02296733856201,-2.79276990890503,-3.02296733856201,-5.41147201147396e-05,-5.37876712769503e-06,-5.37876712769503e-06
"507",507,"angustifolia",15948343,"NCU",NA,NA,NA,"","North Carolina","carteret","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948343",-76.68286164,34.83908945,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",NA,NA,NA,-2.94962453842163,-2.5602502822876,-2.94962453842163,0.000370546011254191,0.000310583884129301,0.000310583884129301
"508",508,"angustifolia",9176373,"LSU",1977,3,11,"1977-03-11","Louisiana","morehouse","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176373",-91.80790928,32.82221823,"county_centroid","Y","N","Y",65,11,"","","","","DB","",-0.0451694912734931,1.62636594673643,-3.92000007629395,-2.75449681282043,-2.75449681282043,-2.69649457931519,-0.000147885890328325,-7.32179978513159e-05,-7.32179978513159e-05
"509",509,"angustifolia",5894829,"MISS",1996,5,23,"1996-05-23","Mississippi","grenada","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894829",-89.79850512,33.77122492,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.211610171454564,1.79261540767203,-3.30999994277954,-2.49742650985718,-2.33322811126709,-2.49742650985718,-9.171092096949e-05,-5.05795869685244e-05,-5.05795869685244e-05
"510",510,"angustifolia",12876889,"UARK",NA,NA,NA,"","Arkansas","sebastian","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876889",-94.28039312,35.2038252,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.157711860455446,1.96495682958066,-3.91000008583069,-2.6824324131012,-2.51543378829956,-2.6824324131012,0.000150603300426155,0.000122900048154406,0.000122900048154406
"511",511,"angustifolia",20509212,"STAR",1965,4,10,"1965-04-10","Arkansas","lee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20509212",-90.77401809,34.78294893,"county_centroid","Y","N","Y",67,15,"","","","","DB","",0.122711861206187,1.77260620418508,-3.4300000667572,-2.75131916999817,-2.75131916999817,-2.58451867103577,1.67354410223197e-05,0.000126060826005414,0.000126060826005414
"512",512,"angustifolia",19211687,"UCHT",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211687",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,15,"","","","","DB","date",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"513",513,"angustifolia",9176512,"LSU",1977,8,2,"1977-08-02","Louisiana","madison","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176512",-91.24776713,32.37025036,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.00355932316979614,1.58709891070596,-3.78999996185303,-2.75449681282043,-2.75449681282043,-2.69649457931519,-0.000147885890328325,-7.32179978513159e-05,-7.32179978513159e-05
"514",514,"angustifolia",10248432,"HXC",1967,10,7,"1967-10-07","Arkansas","Poinsett","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10248432",-90.743292,35.447301,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.117881355570408,1.85069948942921,-3.60999989509583,-2.47344970703125,-2.17729496955872,-2.47344970703125,-0.000135800961288624,-0.000153970628161915,-0.000153970628161915
"515",515,"angustifolia",5894835,"MISS",1966,3,30,"1966-03-30","Mississippi","jefferson davis","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894835",-89.83080214,31.57626916,"county_centroid","Y","N","Y",69,17,"","","","","DB","",0.055338985649711,1.82268031638176,-4.42999982833862,-2.72690010070801,-2.72690010070801,-2.61740970611572,3.82532698495197e-06,7.54708344175015e-06,7.54708344175015e-06
"516",516,"angustifolia",15948319,"NCU",NA,NA,NA,"","North Carolina","currituck","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948319",-75.94655153,36.52304124,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",NA,NA,NA,-3.01894378662109,-3.00368571281433,-3.01894378662109,8.12418420537142e-06,4.48606951977126e-05,4.48606951977126e-05
"517",517,"angustifolia",15948322,"NCU",1956,6,22,"1956-06-22","North Carolina","cleveland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948322",-81.56066483,35.34281641,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.0953389808093592,1.51131271870939,-4.92000007629395,-2.90008735656738,-2.90008735656738,-2.49363136291504,0.000130142288981006,0.000229327924898826,0.000229327924898826
"518",518,"angustifolia",14635079,"NBYC",NA,NA,NA,"","South Carolina","saluda","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635079",-81.72543571,34.0098373,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.202457632174936,1.72343420968084,-4.78999996185303,-2.84873509407043,-2.73271608352661,-2.84873509407043,2.61171499005286e-05,0.000107607673271559,0.000107607673271559
"519",519,"angustifolia",11321259,"SELU",1994,2,19,"1994-02-19","Louisiana","livingston","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11321259",-90.71901994,30.44130901,"county_centroid","Y","N","Y",62,7,"","","","","DB","",0.0891525422743822,1.6733520139958,-3.65000009536743,-2.85727524757385,-2.55926775932312,-2.85727524757385,5.86415226280224e-05,-3.94220078305807e-05,-3.94220078305807e-05
"520",520,"angustifolia",14635110,"NBYC",1990,3,12,"1990-03-12","South Carolina","allendale","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635110",-81.35673285,32.99435663,"county_centroid","Y","N","Y",65,7,"","","","","DB","date",-0.121694909077201,1.78607448744244,-5.59999990463257,-2.28483605384827,-2.28483605384827,-2.21408224105835,-0.000176688321516849,-0.000129784544697031,-0.000129784544697031
"521",521,"angustifolia",16914183,"NCU",NA,NA,NA,"","Georgia","mcintosh","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914183",-81.42506498,31.51612622,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.163135596614142,1.6836253550405,-4.28999996185303,-2.72188282012939,-2.72188282012939,-2.35515117645264,-4.95515378133859e-05,1.20317808978143e-05,1.20317808978143e-05
"522",522,"angustifolia",12508863,"DUKE",1995,3,11,"1995-03-11","South Carolina","fairfield","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508863",-81.12072656,34.39852384,"county_centroid","Y","N","Y",60,7,"","","","","DB","date",-0.25745761795443,1.67657983729427,-4.46999979019165,-2.84873509407043,-2.73271608352661,-2.84873509407043,2.61171499005286e-05,0.000107607673271559,0.000107607673271559
"523",523,"angustifolia",13273789,"TENN",2002,3,16,"2002-04-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273789",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,9,"","","","","DB","date",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"524",524,"angustifolia",16575157,"VDB",2000,3,26,"0200-03-26","Kansas","douglas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575157",-95.31219549,38.8892202,"county_centroid","Y","N","Y",65,0,"","","","","DB","date",0.315593223024349,1.88939439365925,-4.07999992370605,-2.63564157485962,-2.30044364929199,-2.63564157485962,0.000168156198924407,0.000201392263988964,0.000201392263988964
"525",525,"angustifolia",12508880,"DUKE",1961,2,23,"1961-02-23","Florida","hillsborough","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508880",-82.30823576,27.92836425,"county_centroid","Y","N","Y",63,7,"","","","","DB","",-0.336186444528906,1.71372933256528,-5.55999994277954,-2.38286638259888,-2.35533404350281,-2.38286638259888,-0.000328574649756774,-0.000418236333644018,-0.000418236333644018
"526",526,"angustifolia",16192841,"NCU",NA,NA,NA,"","South Carolina","orangeburg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16192841",-80.79996936,33.44573856,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.118898305536832,1.89899153884901,-5.34000015258789,-3.13655257225037,-2.61026048660278,-3.13655257225037,-0.000114097383629996,-0.00012283019896131,-0.00012283019896131
"527",527,"angustifolia",12500764,"WCUH",1971,2,11,"1971-02-11","Mississippi","wilkinson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500764",-91.31469342,31.16184555,"county_centroid","Y","N","Y",64,7,"","","","","DB","date",0.0188135563443273,1.7097204019848,-4.84999990463257,-2.81501913070679,-2.81501913070679,-2.51343584060669,-7.57241214159876e-05,-6.47735359962098e-05,-6.47735359962098e-05
"528",528,"angustifolia",22620129,"KANU",1975,7,24,"1975-07-24","Kansas","Rooks","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620129",-99.4896,39.23206,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",0.283474580637353,2.07749084904604,-4.98000001907349,-3.09857487678528,-3.09857487678528,-2.90571403503418,0.000180161136086099,0.000237087879213504,0.000237087879213504
"529",529,"angustifolia",16185689,"MOAR",1995,6,5,"1995-06-05","Pennsylvania","Bucks","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16185689",-75.095653,40.424271,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.0264406761754367,1.50250304445901,-3.51999998092651,-2.43397235870361,-2.43397235870361,-2.3869948387146,5.82180700803292e-06,4.61500785604585e-05,4.61500785604585e-05
"530",530,"angustifolia",19701776,"CLEMS",1957,1,7,"1957-01-07","North Carolina","orange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701776",-79.1273705,36.05478028,"county_centroid","N","Y","Y",89,19,"","","","","DB","",0.0870338998955943,1.7249829978033,-4.42000007629395,-2.63603210449219,-2.63603210449219,-2.56979274749756,-0.000137221548357047,-4.91591672471259e-05,-4.91591672471259e-05
"531",531,"angustifolia",12500768,"WCUH",1966,6,28,"1966-06-28","North Carolina","henderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500768",-82.4876282,35.33810258,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.156610171121182,1.62215284873649,-4.53999996185303,-2.58577942848206,-2.58577942848206,-2.48959708213806,8.61787921166979e-05,4.85985983686987e-05,4.85985983686987e-05
"532",532,"angustifolia",10258153,"CONV",2008,3,29,"2008-03-29","South Carolina","florence","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258153",-79.68868443,34.02407522,"county_centroid","Y","N","Y",65,15,"","","","","DB","date",-0.0175423782350401,1.78776942606174,-4.98000001907349,-2.97571635246277,-2.82675385475159,-2.97571635246277,6.70251465635374e-05,8.68709321366623e-05,8.68709321366623e-05
"533",533,"angustifolia",5894857,"MISS",1966,4,3,"1966-04-03","Mississippi","simpson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894857",-89.92517603,31.91634349,"county_centroid","Y","N","Y",67,17,"","","","","DB","",0.055338985649711,1.82268031638176,-4.42999982833862,-2.72690010070801,-2.72690010070801,-2.61740970611572,3.82532698495197e-06,7.54708344175015e-06,7.54708344175015e-06
"534",534,"angustifolia",13273757,"TENN",2004,3,10,"2004-03-10","South Carolina","lexington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273757",-81.27540909,33.90580585,"county_centroid","Y","N","Y",64,11,"","","","","DB","date",-0.227033897113623,1.87843466239794,-4.53000020980835,-2.94586682319641,-2.55129718780518,-2.94586682319641,-0.000161754171131179,-0.000112214729597326,-0.000112214729597326
"535",535,"angustifolia",11535364,"LSU",1963,6,17,"1963-06-17","Arkansas","ouachita","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535364",-92.88709996,33.59759164,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.0998305150828624,1.68898493735978,-3.99000000953674,-2.61473083496094,-2.61473083496094,-2.30629396438599,-0.000119419833936263,1.029473150993e-05,1.029473150993e-05
"536",536,"angustifolia",13376178,"IND",1920,7,27,"1920-07-27","Indiana","Clark","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13376178",-85.799282,38.558319,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.444830512185976,1.68349898618434,-4.8600001335144,-3.99726438522339,-3.28598618507385,-3.99726438522339,7.87840326665901e-05,5.72502613067627e-05,5.72502613067627e-05
"537",537,"angustifolia",18907370,"APSC",1985,4,17,"1985-04-17","Kentucky","trigg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=18907370",-87.87012333,36.80380461,"county_centroid","Y","N","Y",67,19,"","","","","DB","",0.229999996627034,1.68658811181717,-4.1100001335144,-2.29084205627441,-2.13371419906616,-2.29084205627441,-8.65231922944076e-05,-3.72771864931565e-05,-3.72771864931565e-05
"538",538,"angustifolia",16192732,"NCU",1957,7,11,"1957-07-11","South Carolina","cherokee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16192732",-81.6238273,35.05670442,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.0953389808093592,1.51131271870939,-4.92000007629395,-2.90008735656738,-2.90008735656738,-2.49363136291504,0.000130142288981006,0.000229327924898826,0.000229327924898826
"539",539,"angustifolia",5734184,"LSU",1988,6,30,"1988-06-30","Florida","suwannee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734184",-82.98542973,30.18977208,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.154915252321605,1.91818190247443,-3.97000002861023,-2.47448587417603,-2.39800882339478,-2.47448587417603,-9.65657454798929e-05,-5.72999306314159e-05,-5.72999306314159e-05
"540",540,"angustifolia",24641995,"NY",1928,5,15,"1928-05-15","Texas","Nolan Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24641995",-100.406052,32.30349,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.122627130977936,2.13260781405563,-4.5,-2.95105075836182,-2.79731583595276,-2.95105075836182,0.00027146766660735,1.09781349237892e-05,1.09781349237892e-05
"541",541,"angustifolia",15948349,"NCU",1958,5,29,"1958-05-29","North Carolina","bertie","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948349",-76.98465268,36.06658032,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.0545762730288809,1.55292920947873,-4.55000019073486,-3.36898303031921,-3.36898303031921,-2.78977537155151,7.3175055149477e-05,0.0001614276698092,0.0001614276698092
"542",542,"angustifolia",15948362,"NCU",1956,4,14,"1950-04-14","North Carolina","davie","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948362",-80.53927075,35.92914176,"county_centroid","Y","N","Y",69,15,"","","","","DB","date",-0.144576278673011,1.47094227361265,-4.84999990463257,-3.11472320556641,-2.6574125289917,-3.11472320556641,3.53892537532374e-05,5.67992829019204e-05,5.67992829019204e-05
"543",543,"angustifolia",16913210,"NCU",NA,NA,NA,"","Alabama","monroe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16913210",-87.36400237,31.57220015,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.0972881342868431,1.71376113176972,-3.97000002861023,-3.46401596069336,-3.00973129272461,-3.46401596069336,4.00480239477474e-05,-4.33674249507021e-05,-4.33674249507021e-05
"544",544,"angustifolia",14635132,"NBYC",1987,4,18,"1987-04-18","South Carolina","calhoun","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635132",-80.77839878,33.68681338,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.130593224018181,1.91428561310598,-4.8600001335144,-3.13655257225037,-2.61026048660278,-3.13655257225037,-0.000114097383629996,-0.00012283019896131,-0.00012283019896131
"545",545,"angustifolia",15948537,"NCU",NA,NA,NA,"","North Carolina","pender","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948537",-77.90444205,34.53066559,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.0381355905368672,1.59097398110639,-4.13000011444092,-3.51563906669617,-3.51563906669617,-2.78193497657776,0.000118555210065097,0.000148066130350344,0.000148066130350344
"546",546,"angustifolia",15948360,"NCU",1957,4,27,"1957-04-27","North Carolina","duplin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948360",-77.92512793,34.93979339,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",0.0381355905368672,1.59097398110639,-4.13000011444092,-3.51563906669617,-3.51563906669617,-2.78193497657776,0.000118555210065097,0.000148066130350344,0.000148066130350344
"547",547,"angustifolia",6774784,"UWFP",1977,3,5,"1977-03-05","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774784",-87.39657433,30.7209762,"county_centroid","Y","N","Y",65,11,"","","","","DB","",-0.0502542386747013,1.84798688326007,-4.26000022888184,-3.06057834625244,-2.85993552207947,-3.06057834625244,0.000134395173517987,4.99480629514437e-05,4.99480629514437e-05
"548",548,"angustifolia",20411548,"PH",1918,6,29,"1918-06-29","New Jersey","Camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20411548",-75.047716,39.89439,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.0584745808993861,1.63274642888303,-4.80999994277954,-2.77268099784851,-2.70475220680237,-2.77268099784851,7.55034170651925e-06,3.95643946831115e-05,3.95643946831115e-05
"549",549,"angustifolia",13273761,"TENN",2001,3,25,"2001-03-25","Georgia","floyd","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273761",-85.22545302,34.24745188,"county_centroid","Y","N","Y",65,9,"","","","","DB","date",-0.0696610155657439,1.5615146773734,-4.40000009536743,-2.89903426170349,-2.89903426170349,-2.82841014862061,0.000172517728060484,0.000120649106975179,0.000120649106975179
"550",550,"angustifolia",13273727,"TENN",NA,NA,NA,"","Kentucky","graves","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273727",-88.64756896,36.7260599,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.191186440808667,1.87297978251462,-4.17000007629395,-2.41588687896729,-2.2849280834198,-2.41588687896729,-7.90689082350582e-05,-7.69505422795191e-05,-7.69505422795191e-05
"551",551,"angustifolia",22620101,"KANU",1929,7,9,"1929-07-09","Kansas","Clark","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620101",-99.765683,37.043628,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",0.485508471979933,2.22124419400112,-4.55000019073486,-3.0920844078064,-2.89914846420288,-3.0920844078064,0.000524572446011007,0.000310637027723715,0.000310637027723715
"552",552,"angustifolia",5894841,"MISS",1966,7,11,"1966-07-11","Mississippi","lamar","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894841",-89.51502951,31.21509051,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.0109322078968004,1.79782346656148,-3.75999999046326,-2.72690010070801,-2.72690010070801,-2.61740970611572,3.82532698495197e-06,7.54708344175015e-06,7.54708344175015e-06
"553",553,"angustifolia",14416766,"NBYC",2017,3,2,"2017-03-02","South Carolina","jasper","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14416766",-81.03605782,32.47230082,"county_centroid","Y","N","Y",65,9,"","","","","DB","date",-0.164830509099667,1.74068742057623,-4.32999992370605,-2.28483605384827,-2.28483605384827,-2.21408224105835,-0.000176688321516849,-0.000129784544697031,-0.000129784544697031
"554",554,"angustifolia",21268853,"UAM",1983,4,24,"1983-04-24","Arkansas","nevada","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268853",-93.3071694,33.66371797,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.11898305628575,1.70647354785001,-3.80999994277954,-2.84796094894409,-2.84796094894409,-2.21465039253235,-8.21727589936927e-05,3.27904399455292e-06,3.27904399455292e-06
"555",555,"angustifolia",16913103,"NCU",NA,NA,NA,"","Alabama","conecuh","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16913103",-86.99065443,31.43577781,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.104491526876592,1.82234215284442,-4.23999977111816,-3.54102325439453,-3.54102325439453,-3.53134870529175,8.60047002788633e-05,2.47434963966953e-05,2.47434963966953e-05
"556",556,"angustifolia",15838029,"FLAS",1970,3,8,"1970-03-08","Florida","sumter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838029",-82.07723731,28.69131589,"county_centroid","Y","N","Y",65,7,"","","","","DB","date",-0.306525419292561,1.84007031141975,-5.8899998664856,-2.30976486206055,-2.12520360946655,-2.30976486206055,-0.000154126275447197,-0.000167753954883665,-0.000167753954883665
"557",557,"angustifolia",10381724,"USCS",NA,NA,NA,"","South Carolina","spartanburg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10381724",-81.99037541,34.93874745,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.16728812822346,1.62560949760448,-4.59999990463257,-2.84873509407043,-2.73271608352661,-2.84873509407043,2.61171499005286e-05,0.000107607673271559,0.000107607673271559
"558",558,"angustifolia",5803605,"MISSA",1955,3,11,"1955-03-11","Mississippi","lafayette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5803605",-89.48451173,34.3623074,"county_centroid","Y","N","Y",61,7,"","","","","DB","",0.194661019638307,1.74278276760549,-3.10999989509583,-2.7441520690918,-2.7441520690918,-2.19112062454224,-2.57985757343704e-05,1.5647954569431e-05,1.5647954569431e-05
"559",559,"angustifolia",7460277,"EMC",1925,6,22,"1925-06-22","Texas","crosby","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460277",-101.2854798,33.61073869,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.127033900974666,1.94898540892251,-4.09999990463257,-3.11120367050171,-3.01168203353882,-3.11120367050171,0.000506472133565694,0.000166142111993395,0.000166142111993395
"560",560,"angustifolia",16914239,"NCU",1968,3,30,"1968-03-30","Louisiana","bienville","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914239",-93.04846889,32.35019442,"county_centroid","Y","N","Y",69,19,"","","","","DB","date",0.126440678360099,1.76014156532947,-5.76000022888184,-2.57527828216553,-2.30267667770386,-2.57527828216553,1.0651909178705e-05,9.86314989859238e-06,9.86314989859238e-06
"561",561,"angustifolia",6774783,"UWFP",1979,6,3,"1979-06-03","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774783",-87.39657433,30.7209762,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.0502542386747013,1.84798688326007,-4.26000022888184,-3.06057834625244,-2.85993552207947,-3.06057834625244,0.000134395173517987,4.99480629514437e-05,4.99480629514437e-05
"562",562,"angustifolia",15948525,"NCU",NA,NA,NA,"","North Carolina","robeson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948525",-79.08498446,34.63341723,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.0647457642638582,1.59561777383478,-4.67999982833862,-2.97571635246277,-2.82675385475159,-2.97571635246277,6.70251465635374e-05,8.68709321366623e-05,8.68709321366623e-05
"563",563,"angustifolia",21431550,"ETSU",1948,3,27,"1948-03-27","Tennessee","carter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21431550",-82.12679003,36.29228663,"county_centroid","Y","N","Y",67,11,"","","","","DB","date",-0.0267796560774668,1.58431785084985,-4.3600001335144,-2.96502542495728,-2.96502542495728,-2.52485704421997,8.07591732154833e-06,5.9754129324574e-05,5.9754129324574e-05
"564",564,"angustifolia",16914481,"NCU",NA,NA,NA,"","Virginia","prince george","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914481",-77.24100794,37.19044781,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.0525423696075203,1.70062492209072,-3.79999995231628,-2.74723529815674,-2.74723529815674,-2.5392050743103,-5.51863413420506e-05,3.07307673210744e-05,3.07307673210744e-05
"565",565,"angustifolia",17181491,"NY",1879,4,26,"1879-04-26","District of Columbia","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17181491",-77.0283,38.899446,"geo_referenced","Y","N","Y",65,11,"","","","","DB","",0.0933050838914716,1.65085787347558,-3.85999989509583,-2.70973014831543,-2.70973014831543,-2.57043790817261,-9.74867434706539e-05,-2.63471447397023e-05,-2.63471447397023e-05
"566",566,"angustifolia",22620123,"KANU",1969,4,24,"1969-04-24","Kansas","Chautauqua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620123",-96.31644,37.03109,"geo_referenced","Y","N","Y",67,17,"","","","","DB","",0.364999999260625,1.94720520509303,-5.3899998664856,-2.78017568588257,-2.59110355377197,-2.78017568588257,0.000215887630474754,0.000303043721942231,0.000303043721942231
