"","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","pdsi","pdsi.sd","pdsi.min","eventDate2","eventDate3","doy"
"88","angustifolia",22620080,"KANU",1967,5,17,"1967-05-17","Kansas","Neosho","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620080",-95.47026,37.46411,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.341174870729446,1.87045955657959,-6.92000007629395,"1967-5-17",1967-05-17,137
"89","angustifolia",21371536,"DOV",1874,6,15,"1874-06-15","Delaware","new castle","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371536",-75.65519125,39.58335752,"county_centroid","N","Y","Y",89,17,"","","","","SC","",0.0283363573253155,1.58996856212616,-5.46000003814697,"1874-6-15",1874-06-15,166
"90","angustifolia",9176563,"LSU",1981,4,5,"1981-04-05","Louisiana","sabine","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176563",-93.55608742,31.56954815,"county_centroid","N","Y","Y",89,17,"","","","","SC","",-0.115190990269184,1.56990873813629,-5.69000005722046,"1981-4-5",1981-04-05,95
"91","angustifolia",12398601,"LSU",2006,5,10,"2006-05-10","Florida","Santa Rosa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12398601",-87.1254,30.366,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,"2006-5-10",2006-05-10,130
"92","angustifolia",17181479,"NY",1879,6,15,"1879-06-00","District of Columbia","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17181479",-77.0283,38.899446,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.0367574095726013,1.68227326869965,-7.42000007629395,"1879-6-15",1879-06-15,166
"93","angustifolia",16914203,"NCU",1966,7,7,"1966-07-07","Georgia","wilcox","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914203",-83.4709038,31.96945999,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.485632181167603,1.45997512340546,-6.13000011444092,"1966-7-7",1966-07-07,188
"94","angustifolia",22694233,"KANU",2001,5,31,"2001-05-31","Oklahoma","Roger Mills","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22694233",-99.7269444,35.5963889,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",0.363718301057816,2.28336143493652,-6.32999992370605,"2001-5-31",2001-05-31,151
"95","angustifolia",12508684,"DUKE",1991,4,25,"1991-04-25","North Carolina","sampson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508684",-78.36756381,34.9882198,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.362171798944473,1.72973787784576,-5.86999988555908,"1991-4-25",1991-04-25,115
"96","angustifolia",9293229,"USCH",2011,4,26,"2011-04-26","South Carolina","Lancaster County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9293229",-80.5381,34.6476,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",-0.37873563170433,1.565349817276,-4.46000003814697,"2011-4-26",2011-04-26,116
"97","angustifolia",18907366,"APSC",1967,5,31,"1967-05-31","Tennessee","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=18907366",-87.3853334,36.4974526,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.343509793281555,1.43281853199005,-4.46000003814697,"1967-5-31",1967-05-31,151
"98","angustifolia",16192814,"NCU",1957,3,30,"1957-03-30","South Carolina","greenwood","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16192814",-82.1188212,34.15855276,"county_centroid","N","Y","Y",89,15,"","","","","SC","date",-0.40330308675766,1.41649496555328,-4.48999977111816,"1957-3-30",1957-03-30,89
"99","angustifolia",12876588,"UARK",1928,5,6,"1928-05-06","Arkansas","benton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876588",-94.26402599,36.34167755,"county_centroid","N","Y","Y",89,17,"","","","","SC","",-0.494371592998505,1.79110813140869,-6.48000001907349,"1928-5-6",1928-05-06,127
"100","angustifolia",16914466,"NCU",1968,7,13,"1968-07-13","Virginia","pittsylvania","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914466",-79.39765356,36.81722394,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.226799756288528,1.32660925388336,-3.74000000953674,"1968-7-13",1968-07-13,195
"101","angustifolia",5803609,"MISSA",1957,6,25,"1957-06-25","Mississippi","Jefferson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5803609",-91.201894,31.635958,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.427435219287872,1.4529812335968,-4.21999979019165,"1957-6-25",1957-06-25,176
"102","angustifolia",16080159,"FLAS",2010,5,12,"2010-05-12","Georgia","Decatur","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080159",-84.3988,30.7109333,"geo_referenced","N","Y","Y",89,17,"","","","","SC","",-0.491931647062302,1.94617450237274,-6.36999988555908,"2010-5-12",2010-05-12,132
"103","angustifolia",16658127,"FSU",1969,5,27,"1969-05-27","Tennessee","maury","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658127",-87.07726788,35.62972397,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.346676468849182,1.51304841041565,-4.51999998092651,"1969-5-27",1969-05-27,147
"104","angustifolia",13280573,"GAS",1963,5,6,"1963-05-06","Georgia","Bulloch County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13280573",-81.7333333,32.425,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.444016933441162,1.56926250457764,-5.03999996185303,"1963-5-6",1963-05-06,126
"105","angustifolia",7270115,"FUGR",1969,8,27,"1969-08-27","South Carolina","pickens","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7270115",-82.73522407,34.89297149,"county_centroid","N","Y","Y",89,19,"","","Y","are there fruits or flowers??","SC","date",-0.352885663509369,1.28105449676514,-4.11999988555908,"1969-8-27",1969-08-27,239
"106","angustifolia",12508681,"DUKE",1988,5,20,"1988-05-20","North Carolina","richmond","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508681",-79.73691901,35.00408379,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.325674533843994,1.57672393321991,-4.98000001907349,"1988-5-20",1988-05-20,141
"107","angustifolia",15836689,"FLAS",1968,5,9,"1968-05-09","Florida","okaloosa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15836689",-86.6027942,30.73988971,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.456309199333191,1.89845860004425,-6.23000001907349,"1968-5-9",1968-05-09,130
"108","angustifolia",15948322,"NCU",1956,6,22,"1956-06-22","North Carolina","cleveland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948322",-81.56066483,35.34281641,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.375837862491608,1.20255017280579,-4.92000007629395,"1956-6-22",1956-06-22,174
"109","angustifolia",22620129,"KANU",1975,7,24,"1975-07-24","Kansas","Rooks","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620129",-99.4896,39.23206,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",-0.173569992184639,2.2238438129425,-6.8899998664856,"1975-7-24",1975-07-24,205
"110","angustifolia",19701776,"CLEMS",1957,1,7,"1957-01-07","North Carolina","orange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701776",-79.1273705,36.05478028,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.285765260457993,1.5121591091156,-4.51000022888184,"1957-1-7",1957-01-07,7
"111","angustifolia",12500768,"WCUH",1966,6,28,"1966-06-28","North Carolina","henderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500768",-82.4876282,35.33810258,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.363369643688202,1.22223997116089,-4.53999996185303,"1966-6-28",1966-06-28,179
"112","angustifolia",16192732,"NCU",1957,7,11,"1957-07-11","South Carolina","cherokee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16192732",-81.6238273,35.05670442,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.375837862491608,1.20255017280579,-4.92000007629395,"1957-7-11",1957-07-11,192
"113","angustifolia",5734184,"LSU",1988,6,30,"1988-06-30","Florida","suwannee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734184",-82.98542973,30.18977208,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.699225664138794,1.84919345378876,-5.71999979019165,"1988-6-30",1988-06-30,182
"114","angustifolia",15948349,"NCU",1958,5,29,"1958-05-29","North Carolina","bertie","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948349",-76.98465268,36.06658032,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.326702952384949,1.54398119449615,-6,"1958-5-29",1958-05-29,149
"115","angustifolia",14635132,"NBYC",1987,4,18,"1987-04-18","South Carolina","calhoun","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635132",-80.77839878,33.68681338,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.434458553791046,1.86118805408478,-6.15000009536743,"1987-4-18",1987-04-18,108
"116","angustifolia",15948360,"NCU",1957,4,27,"1957-04-27","North Carolina","duplin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948360",-77.92512793,34.93979339,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.351367205381393,1.69053828716278,-5.51999998092651,"1957-4-27",1957-04-27,117
"117","angustifolia",22620101,"KANU",1929,7,9,"1929-07-09","Kansas","Clark","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620101",-99.765683,37.043628,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",0.303395837545395,2.34576630592346,-7.40999984741211,"1929-7-9",1929-07-09,190
"118","angustifolia",12508692,"DUKE",1957,5,17,"1957-05-17","North Carolina","scotland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508692",-79.46460785,34.83250088,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.387943148612976,1.66766786575317,-6.67000007629395,"1957-5-17",1957-05-17,137
"119","angustifolia",19211497,"UCHT",1933,5,21,"1933-05-21","Alabama","dallas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211497",-87.09767509,32.3267024,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.524244844913483,1.50383806228638,-4.57000017166138,"1933-5-21",1933-05-21,141
"120","angustifolia",16914177,"NCU",1973,5,21,"1973-05-21","Georgia","dougherty","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914177",-84.23578957,31.51839739,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.433557152748108,1.59790527820587,-6.53000020980835,"1973-5-21",1973-05-21,141
"121","angustifolia",21129148,"GEO",2018,6,20,"2018-06-20","Georgia","Baker County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21129148",84.53333335,31.25000006,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",NA,NA,NA,"2018-6-20",2018-06-20,171
"122","angustifolia",24660454,"NY",1929,7,23,"1929-07-23","Kansas","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660454",-98.580911,38.268579,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",-0.152249544858932,2.28984117507935,-6.3600001335144,"1929-7-23",1929-07-23,204
"123","angustifolia",12508667,"DUKE",1957,5,17,"1957-05-17","North Carolina","cumberland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508667",-78.83013622,35.04744824,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.378898978233337,1.652867436409,-6.01000022888184,"1957-5-17",1957-05-17,137
"124","angustifolia",15833725,"FLAS",1940,5,15,"1940-05-15","Florida","bradford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833725",-82.17025208,29.94253418,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.639806389808655,1.8815324306488,-5.98999977111816,"1940-5-15",1940-05-15,136
"125","subcordata",24642044,"NY",1981,6,10,"1981-06-10","California","Modoc Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24642044",-120.919049,41.494373,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.0809117928147316,1.80432760715485,-7.21000003814697,"1981-6-10",1981-06-10,161
"126","subcordata",20966797,"UT",2016,8,19,"2016-08-19","California","modoc","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20966797",-120.7383261,41.60846865,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.0757978186011314,1.82150411605835,-7.34000015258789,"2016-8-19",2016-08-19,232
"127","subcordata",11535476,"LSU",1937,7,24,"1937-07-24","Oregon","deschutes","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535476",-121.2258583,43.90948108,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.000158572976943105,1.78374004364014,-6.34999990463257,"1937-7-24",1937-07-24,205
"128","subcordata",7356603,"BRY",1923,8,10,"1923-08-10","California","el dorado","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7356603",-120.5285454,38.78075659,"county_centroid","N","Y","Y",89,17,"","","","","SC","",-0.27881070971489,1.71296668052673,-8.40999984741211,"1923-8-10",1923-08-10,222
"129","umbellata",15834054,"FLAS",1939,5,27,"1939-05-27","Florida","clay","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834054",-81.8454228,29.97157462,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.694289147853851,1.99352490901947,-5.92999982833862,"1939-5-27",1939-05-27,147
"130","umbellata",25330494,"MMNS",1986,4,8,"1986-04-08","Georgia","Lowndes","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25330494",-83.3392,30.8464,"geo_referenced","N","Y","Y",89,17,"","","","","SC","date",-0.567332148551941,1.74585545063019,-6.1399998664856,"1986-4-8",1986-04-08,98
"131","umbellata",16894680,"NCU",1949,8,31,"1949-08-31","South Carolina","horry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894680",-78.98568417,33.92201567,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",NA,NA,NA,"1949-8-31",1949-08-31,243
"132","umbellata",16894658,"NCU",1945,7,28,"1945-07-28","South Carolina","georgetown","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894658",-79.33078027,33.44510554,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.441833019256592,1.61017727851868,-4.28999996185303,"1945-7-28",1945-07-28,209
"133","umbellata",4161804,"TTRS",1980,4,22,"1980-04-22","Florida","Franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161804",-84.79966536,29.89014672,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",NA,NA,NA,"1980-4-22",1980-04-22,113
"134","umbellata",24486765,"NCU",1993,5,19,"0199-05-19","North Carolina","rutherford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24486765",-81.92773988,35.40717943,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.375837862491608,1.20255017280579,-4.92000007629395,"1993-5-19",1993-05-19,139
"135","umbellata",11589692,"IND",1941,8,4,"1941-08-04","Georgia","Oglethorpe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11589692",-83.002787,33.966539,"geo_referenced","N","Y","Y",89,19,"","","","","DB","",-0.407483369112015,1.30421757698059,-4.21000003814697,"1941-8-4",1941-08-04,216
"136","umbellata",19701727,"CLEMS",1975,6,6,"1975-06-06","South Carolina","anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701727",-82.64607506,34.51971496,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.352885663509369,1.28105449676514,-4.11999988555908,"1975-6-6",1975-06-06,157
"137","umbellata",15833807,"FLAS",1940,7,7,"1940-07-07","Florida","alachua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833807",-82.357751,29.66917793,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.639806389808655,1.8815324306488,-5.98999977111816,"1940-7-7",1940-07-07,189
"138","umbellata",15838014,"FLAS",1980,5,8,"1980-05-08","Florida","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838014",-85.22699975,30.79919469,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.454610496759415,1.81288409233093,-6.73999977111816,"1980-5-8",1980-05-08,129
"139","umbellata",15834248,"FLAS",1947,7,16,"1947-07-16","Florida","walton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834248",-86.17177883,30.67216876,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.439490616321564,1.90300536155701,-6.01999998092651,"1947-7-16",1947-07-16,197
"140","umbellata",16080120,"FLAS",2010,4,28,"2010-04-28","Florida","Marion","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080120",-82.15915,29.0295167,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.626932859420776,1.89990925788879,-6.69000005722046,"2010-4-28",2010-04-28,118
"141","umbellata",16912252,"NCU",1970,6,20,"1970-06-20","Alabama","macon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912252",-85.69511359,32.39385812,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.438259154558182,1.63238847255707,-5.61999988555908,"1970-6-20",1970-06-20,171
"142","umbellata",5895062,"MISS",1970,5,9,"1970-05-09","Mississippi","De Soto","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5895062",-90.160557,34.835795,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.428453981876373,1.49610877037048,-4.88000011444092,"1970-5-9",1970-05-09,129
"143","umbellata",10246843,"APCR",1996,7,11,"1996-07-11","Arkansas","jefferson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246843",-91.93175235,34.27586793,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.416777670383453,1.48697626590729,-5.23000001907349,"1996-7-11",1996-07-11,193
"144","umbellata",16668544,"FSU",1975,6,8,"1975-06-08","Arkansas","ouachita","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668544",-92.88709996,33.59759164,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.393663078546524,1.51824605464935,-4.57999992370605,"1975-6-8",1975-06-08,159
"145","umbellata",19701728,"CLEMS",2007,7,13,"2007-07-13","South Carolina","aiken","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701728",-81.64693794,33.55117923,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.48273441195488,1.66255021095276,-4.88000011444092,"2007-7-13",2007-07-13,194
"146","umbellata",5741374,"LSU",2005,7,14,"2005-07-14","Louisiana","caddo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5741374",-93.88843278,32.59124739,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.267100870609283,1.52500891685486,-5.55000019073486,"2005-7-14",2005-07-14,195
"147","umbellata",16041063,"FLAS",1992,6,25,"1992-06-25","Florida","columbia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16041063",-82.62115508,30.21276594,"county_centroid","N","Y","Y",89,17,"","","","","SC","",-0.699225664138794,1.84919345378876,-5.71999979019165,"1992-6-25",1992-06-25,177
"148","umbellata",4161812,"TTRS",1980,7,29,"1980-07-29","Florida","Gadsden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161812",-84.61353416,30.57974529,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.42905405163765,1.86291408538818,-6.21000003814697,"1980-7-29",1980-07-29,211
"149","umbellata",9328130,"USCH",1952,7,18,"1952-07-18","South Carolina","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9328130",-81.651407,33.345547,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.437822133302689,1.57181191444397,-5.98000001907349,"1952-7-18",1952-07-18,200
"150","umbellata",9177251,"LSU",1974,7,20,"1974-07-20","Louisiana","bienville","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9177251",-93.04846889,32.35019442,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.227659150958061,1.54964113235474,-5.76000022888184,"1974-7-20",1974-07-20,201
"151","umbellata",15369799,"NCU",1967,4,22,"1967-04-22","Georgia","burke","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369799",-82.00541411,33.06229074,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.419334530830383,1.60683596134186,-6.73000001907349,"1967-4-22",1967-04-22,112
"152","umbellata",5706474,"LSU",2003,8,26,"2003-08-26","Louisiana","caddo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5706474",-93.88843278,32.59124739,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.267100870609283,1.52500891685486,-5.55000019073486,"2003-8-26",2003-08-26,238
"153","umbellata",21269016,"UAM",1988,7,16,"1988-07-16","Arkansas","union","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269016",-92.6011337,33.17079784,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.422438770532608,1.66718828678131,-5.15000009536743,"1988-7-16",1988-07-16,198
"154","umbellata",15835277,"FLAS",1954,7,29,"1954-07-24","Florida","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835277",-85.68366894,30.62671676,"county_centroid","N","Y","Y",89,19,"","","","","DB","date",-0.459159970283508,1.93447327613831,-6.90000009536743,"1954-7-29",1954-07-29,210
"155","umbellata",21269010,"UAM",1986,4,23,"1986-04-23","Louisiana","lincoln","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269010",-92.66494598,32.60565502,"county_centroid","N","Y","Y",89,19,"","","","","DB","",-0.364045053720474,1.65973091125488,-4.90000009536743,"1986-4-23",1986-04-23,113
"156","umbellata",16894717,"NCU",1939,5,28,"1939-05-28","South Carolina","richland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894717",-80.89816959,34.02554611,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.490562617778778,1.72396862506866,-5.32999992370605,"1939-5-28",1939-05-28,148
"157","umbellata",24926094,"BRIT",1947,5,21,"1947-05-21","Texas","sabine","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24926094",-93.86698265,31.35713515,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.0758276209235191,1.65140569210052,-5.23000001907349,"1947-5-21",1947-05-21,141
"158","umbellata",16521702,"NCU",1956,7,17,"1956-07-17","South Carolina","anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16521702",-82.64607506,34.51971496,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.352885663509369,1.28105449676514,-4.11999988555908,"1956-7-17",1956-07-17,199
"159","umbellata",19701725,"CLEMS",1984,4,15,"1984-04-15","South Carolina","calhoun","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701725",-80.77839878,33.68681338,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.434458553791046,1.86118805408478,-6.15000009536743,"1984-4-15",1984-04-15,106
"160","umbellata",6774906,"UWFP",1978,6,10,"1978-06-10","Florida","santa rosa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774906",-87.03013891,30.74563142,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.424378901720047,1.82708418369293,-5.63000011444092,"1978-6-10",1978-06-10,161
"161","umbellata",6028963,"USMS",1964,5,11,"1964-05-11","Florida","leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6028963",-84.27342715,30.46085222,"county_centroid","N","Y","Y",89,17,"","","","","SC","",-0.530365645885468,1.89059853553772,-6.42999982833862,"1964-5-11",1964-05-11,132
"162","umbellata",15833786,"FLAS",1941,7,11,"1941-07-11","Florida","lafayette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833786",-83.18194356,29.98493348,"county_centroid","N","Y","Y",89,17,"","","","","SC","date",-0.607634603977203,1.79210424423218,-5.98000001907349,"1941-7-11",1941-07-11,192
"163","umbellata",15369769,"NCU",1969,7,22,"1969-07-22","North Carolina","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369769",-79.89638334,35.33877415,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.325674533843994,1.57672393321991,-4.98000001907349,"1969-7-22",1969-07-22,203
"164","umbellata",15369718,"NCU",1966,6,13,"1966-06-13","Georgia","effingham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369718",-81.34024961,32.37180931,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.424646109342575,1.66802930831909,-5.01999998092651,"1966-6-13",1966-06-13,164
"165","umbellata",12749316,"NCU",2003,6,26,"2003-06-26","Georgia","Clarke","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12749316",-83.318461,33.960934,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.407483369112015,1.30421757698059,-4.21000003814697,"2003-6-26",2003-06-26,177
"166","umbellata",9358333,"USCH",2007,5,18,"2007-05-18","South Carolina","Richland County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9358333",-81.11901728,34.12396045,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.482698112726212,1.54926061630249,-4.75,"2007-5-18",2007-05-18,138
"167","umbellata",15369740,"NCU",1966,7,8,"1966-07-08","Georgia","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369740",-82.54079025,32.17190838,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.377719283103943,1.19549596309662,-5.3899998664856,"1966-7-8",1966-07-08,189
"168","umbellata",4161811,"TTRS",1980,4,27,"1980-04-27","Florida","Gadsden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161811",-84.61353416,30.57974529,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.42905405163765,1.86291408538818,-6.21000003814697,"1980-4-27",1980-04-27,118
"169","umbellata",12947647,"UARK",1976,10,6,"1976-10-06","Arkansas","dallas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12947647",-92.64901096,33.97069263,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",-0.393663078546524,1.51824605464935,-4.57999992370605,"1976-10-6",1976-10-06,280
"170","umbellata",9330840,"USCH",2008,8,1,"2008-08-01","South Carolina","Aiken County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9330840",-81.7895718,33.6734193,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.48273441195488,1.66255021095276,-4.88000011444092,"2008-8-1",2008-08-01,214
"171","umbellata",16080506,"FLAS",2011,6,22,"2011-06-22","Florida","Lake","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080506",-81.7204167,28.5472333,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.591373264789581,1.77875518798828,-5.61999988555908,"2011-6-22",2011-06-22,173
"172","umbellata",11589655,"IND",1966,6,19,"1966-06-19","South Carolina","McCormick","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11589655",-82.149295,33.688546,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.445335745811462,1.54195272922516,-5.28999996185303,"1966-6-19",1966-06-19,170
"173","umbellata",15369836,"NCU",2005,6,21,"2005-06-21","North Carolina","mcdowell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369836",-82.05954866,35.68278213,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.306388378143311,1.19339966773987,-3.99000000953674,"2005-6-21",2005-06-21,172
"174","umbellata",3850989,"APSC",2004,5,4,"2004-05-04","Arkansas","Saline","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850989",-92.25789,34.58068,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",-0.468087434768677,1.76161086559296,-5.59999990463257,"2004-5-4",2004-05-04,125
