"","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","eventDate2","eventDate3","doy","doy.cent","bbch.v.scale","bbch.short"
"185","angustifolia",11327006,"LSUS",1972,3,20,"1972-03-20","Louisiana","natchitoches","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11327006",-93.09186936,31.72667893,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1972-3-20",1972-03-20,80,-24.2438057482656,4,2
"186","angustifolia",6774780,"UWFP",2001,2,17,"2001-02-17","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774780",-87.39657433,30.7209762,"county_centroid","Y","N","N",65,0,"","","","","SC","","2001-2-17",2001-02-17,48,-56.2438057482656,1,1
"187","angustifolia",11535354,"LSU",1956,3,12,"1956-03-12","South Carolina","spartanburg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535354",-81.99037541,34.93874745,"county_centroid","Y","N","N",65,0,"","","","","SC","","1956-3-12",1956-03-12,72,-32.2438057482656,1,1
"188","angustifolia",16192692,"NCU",1978,3,28,"1978-03-28","South Carolina","abbeville","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16192692",-82.45850806,34.23021469,"county_centroid","Y","N","Y",65,9,"","","","","SC","date","1978-3-28",1978-03-28,87,-17.2438057482656,2,1
"189","angustifolia",8755424,"URV",1981,3,21,"1981-03-21","Alabama","macon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=8755424",-85.69511359,32.39385812,"county_centroid","Y","N","N",65,0,"Y","two collection dates","","","SC","date","1981-3-21",1981-03-21,80,-24.2438057482656,1,1
"190","angustifolia",21168793,"UCHT",1983,3,29,"1983-03-29","Tennessee","hamilton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21168793",-85.17021823,35.17822485,"county_centroid","Y","N","Y",67,11,"","","","","SC","date","1983-3-29",1983-03-29,88,-16.2438057482656,3,2
"191","angustifolia",19211718,"UCHT",2002,3,16,"2002-03-16","Louisiana","acadia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211718",-92.4071602,30.29909197,"county_centroid","Y","N","N",65,0,"Y","two collection dates","","","SC","date","2002-3-16",2002-03-16,75,-29.2438057482656,1,1
"192","angustifolia",15838275,"FLAS",1970,3,7,"1970-03-07","Florida","madison","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838275",-83.45989063,30.44046068,"county_centroid","Y","N","N",65,0,"","","","","SC","date","1970-3-7",1970-03-07,66,-38.2438057482656,1,1
"193","angustifolia",24660397,"NY",1895,4,13,"1895-04-13","Kansas","Riley Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660397",-96.735183,39.296463,"geo_referenced","Y","N","Y",67,10,"Y","two collection dates","","","SC","","1895-4-13",1895-04-13,103,-1.24380574826561,3,2
"194","angustifolia",19211532,"UCHT",2002,3,20,"2002-03-20","Arkansas","nevada","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211532",-93.3071694,33.66371797,"county_centroid","Y","N","Y",65,9,"","","","","SC","date","2002-3-20",2002-03-20,79,-25.2438057482656,2,1
"195","angustifolia",14597769,"FMUH",1975,5,3,"1975-05-03","South Carolina","berkeley","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14597769",-79.94648128,33.20373327,"county_centroid","Y","N","Y",64,9,"","","Y","march 5 or may 3?","SC","date","1975-5-3",1975-05-03,123,18.7561942517344,2,1
"196","angustifolia",16915241,"NCU",1984,4,28,"1984-04-28","Maryland","worcester","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16915241",-75.34420461,38.2264833,"county_centroid","Y","N","Y",65,11,"","","","","SC","date","1984-4-28",1984-04-28,119,14.7561942517344,3,2
"197","angustifolia",16914149,"NCU",1964,3,28,"1964-03-28","Georgia","bartow","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914149",-84.85525287,34.22976581,"county_centroid","Y","N","Y",65,9,"Y","two collection dates","","","SC","date","1964-3-28",1964-03-28,88,-16.2438057482656,2,1
"198","angustifolia",16913187,"NCU",1969,4,3,"1969-04-03","Alabama","lee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16913187",-85.35526336,32.60991751,"county_centroid","Y","N","Y",65,9,"","","","","SC","date","1969-4-3",1969-04-03,93,-11.2438057482656,2,1
"199","angustifolia",21962361,"RARO",1990,3,12,"1990-03-12","North Carolina","harnett","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962361",-78.86538266,35.36887082,"county_centroid","Y","N","N",65,0,"","","","","SC","","1990-3-12",1990-03-12,71,-33.2438057482656,1,1
"200","angustifolia",15359613,"GSW",1967,3,5,"1967-03-05","Alabama","houston","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15359613",-85.31543021,31.15254068,"county_centroid","Y","N","N",65,0,"Y","two collection dates","","","SC","date","1967-3-5",1967-03-05,64,-40.2438057482656,1,1
"201","angustifolia",22918630,"ASU",1989,4,2,"1989-04-02","Missouri","Barry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22918630",-93.6047,36.7008,"geo_referenced","Y","N","N",65,0,"","","","","SC","","1989-4-2",1989-04-02,92,-12.2438057482656,1,1
"202","angustifolia",9176373,"LSU",1977,3,11,"1977-03-11","Louisiana","morehouse","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176373",-91.80790928,32.82221823,"county_centroid","Y","N","Y",65,11,"","","","","DB","","1977-3-11",1977-03-11,70,-34.2438057482656,3,2
"203","angustifolia",20509212,"STAR",1965,4,10,"1965-04-10","Arkansas","lee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20509212",-90.77401809,34.78294893,"county_centroid","Y","N","Y",67,15,"","","","","DB","","1965-4-10",1965-04-10,100,-4.24380574826561,4,2
"204","angustifolia",19211687,"UCHT",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211687",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,15,"","","","","DB","date","2002-3-16",2002-03-16,75,-29.2438057482656,4,2
"205","angustifolia",5894835,"MISS",1966,3,30,"1966-03-30","Mississippi","jefferson davis","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894835",-89.83080214,31.57626916,"county_centroid","Y","N","Y",69,17,"","","","","DB","","1966-3-30",1966-03-30,89,-15.2438057482656,5,3
"206","angustifolia",11321259,"SELU",1994,2,19,"1994-02-19","Louisiana","livingston","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11321259",-90.71901994,30.44130901,"county_centroid","Y","N","Y",62,7,"","","","","DB","","1994-2-19",1994-02-19,50,-54.2438057482656,2,1
"207","angustifolia",14635110,"NBYC",1990,3,12,"1990-03-12","South Carolina","allendale","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635110",-81.35673285,32.99435663,"county_centroid","Y","N","Y",65,7,"","","","","DB","date","1990-3-12",1990-03-12,71,-33.2438057482656,2,1
"208","angustifolia",12508863,"DUKE",1995,3,11,"1995-03-11","South Carolina","fairfield","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508863",-81.12072656,34.39852384,"county_centroid","Y","N","Y",60,7,"","","","","DB","date","1995-3-11",1995-03-11,70,-34.2438057482656,2,1
"209","angustifolia",13273789,"TENN",2002,3,16,"2002-04-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273789",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,9,"","","","","DB","date","2002-3-16",2002-03-16,75,-29.2438057482656,2,1
"210","angustifolia",16575157,"VDB",2000,3,26,"0200-03-26","Kansas","douglas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575157",-95.31219549,38.8892202,"county_centroid","Y","N","Y",65,0,"","","","","DB","date","2000-3-26",2000-03-26,86,-18.2438057482656,1,1
"211","angustifolia",12508880,"DUKE",1961,2,23,"1961-02-23","Florida","hillsborough","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508880",-82.30823576,27.92836425,"county_centroid","Y","N","Y",63,7,"","","","","DB","","1961-2-23",1961-02-23,54,-50.2438057482656,2,1
"212","angustifolia",12500764,"WCUH",1971,2,11,"1971-02-11","Mississippi","wilkinson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500764",-91.31469342,31.16184555,"county_centroid","Y","N","Y",64,7,"","","","","DB","date","1971-2-11",1971-02-11,42,-62.2438057482656,2,1
"213","angustifolia",10258153,"CONV",2008,3,29,"2008-03-29","South Carolina","florence","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258153",-79.68868443,34.02407522,"county_centroid","Y","N","Y",65,15,"","","","","DB","date","2008-3-29",2008-03-29,89,-15.2438057482656,4,2
"214","angustifolia",5894857,"MISS",1966,4,3,"1966-04-03","Mississippi","simpson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894857",-89.92517603,31.91634349,"county_centroid","Y","N","Y",67,17,"","","","","DB","","1966-4-3",1966-04-03,93,-11.2438057482656,5,3
"215","angustifolia",13273757,"TENN",2004,3,10,"2004-03-10","South Carolina","lexington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273757",-81.27540909,33.90580585,"county_centroid","Y","N","Y",64,11,"","","","","DB","date","2004-3-10",2004-03-10,70,-34.2438057482656,3,2
"216","angustifolia",18907370,"APSC",1985,4,17,"1985-04-17","Kentucky","trigg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=18907370",-87.87012333,36.80380461,"county_centroid","Y","N","Y",67,19,"","","","","DB","","1985-4-17",1985-04-17,107,2.75619425173439,6,4
"217","angustifolia",15948362,"NCU",1956,4,14,"1950-04-14","North Carolina","davie","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948362",-80.53927075,35.92914176,"county_centroid","Y","N","Y",69,15,"","","","","DB","date","1956-4-14",1956-04-14,105,0.756194251734385,4,2
"218","angustifolia",6774784,"UWFP",1977,3,5,"1977-03-05","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774784",-87.39657433,30.7209762,"county_centroid","Y","N","Y",65,11,"","","","","DB","","1977-3-5",1977-03-05,64,-40.2438057482656,3,2
"219","angustifolia",13273761,"TENN",2001,3,25,"2001-03-25","Georgia","floyd","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273761",-85.22545302,34.24745188,"county_centroid","Y","N","Y",65,9,"","","","","DB","date","2001-3-25",2001-03-25,84,-20.2438057482656,2,1
"220","angustifolia",14416766,"NBYC",2017,3,2,"2017-03-02","South Carolina","jasper","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14416766",-81.03605782,32.47230082,"county_centroid","Y","N","Y",65,9,"","","","","DB","date","2017-3-2",2017-03-02,61,-43.2438057482656,2,1
"221","angustifolia",15838029,"FLAS",1970,3,8,"1970-03-08","Florida","sumter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838029",-82.07723731,28.69131589,"county_centroid","Y","N","Y",65,7,"","","","","DB","date","1970-3-8",1970-03-08,67,-37.2438057482656,2,1
"222","angustifolia",5803605,"MISSA",1955,3,11,"1955-03-11","Mississippi","lafayette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5803605",-89.48451173,34.3623074,"county_centroid","Y","N","Y",61,7,"","","","","DB","","1955-3-11",1955-03-11,70,-34.2438057482656,2,1
"223","angustifolia",16914239,"NCU",1968,3,30,"1968-03-30","Louisiana","bienville","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914239",-93.04846889,32.35019442,"county_centroid","Y","N","Y",69,19,"","","","","DB","date","1968-3-30",1968-03-30,90,-14.2438057482656,6,4
"224","angustifolia",21431550,"ETSU",1948,3,27,"1948-03-27","Tennessee","carter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21431550",-82.12679003,36.29228663,"county_centroid","Y","N","Y",67,11,"","","","","DB","date","1948-3-27",1948-03-27,87,-17.2438057482656,3,2
"225","angustifolia",17181491,"NY",1879,4,26,"1879-04-26","District of Columbia","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17181491",-77.0283,38.899446,"geo_referenced","Y","N","Y",65,11,"","","","","DB","","1879-4-26",1879-04-26,116,11.7561942517344,3,2
"226","angustifolia",22620123,"KANU",1969,4,24,"1969-04-24","Kansas","Chautauqua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620123",-96.31644,37.03109,"geo_referenced","Y","N","Y",67,17,"","","","","DB","","1969-4-24",1969-04-24,114,9.75619425173439,5,3
"227","angustifolia",6028917,"USMS",1977,2,15,"1977-02-15","Florida","de soto","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6028917",-81.84804122,27.18256275,"county_centroid","Y","N","Y",61,15,"","","","","DB","","1977-2-15",1977-02-15,46,-58.2438057482656,4,2
"228","angustifolia",11585664,"IND",1984,4,15,"1984-04-15","Missouri","Barry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11585664",-93.579233,36.733488,"geo_referenced","Y","N","Y",65,15,"","","","","DB","","1984-4-15",1984-04-15,106,1.75619425173439,4,2
"229","angustifolia",12508687,"DUKE",1937,3,31,"1937-03-31","North Carolina","wake","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508687",-78.64950294,35.78653656,"county_centroid","Y","N","Y",61,9,"","","","","DB","date","1937-3-31",1937-03-31,90,-14.2438057482656,2,1
"230","angustifolia",11326998,"LSUS",1975,3,1,"1975-03-01","Louisiana","caddo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11326998",-93.88843278,32.59124739,"county_centroid","Y","N","Y",65,11,"","","","","DB","","1975-3-1",1975-03-01,60,-44.2438057482656,3,2
"231","angustifolia",16491697,"UOS",2002,4,6,"2002-04-06","Tennessee","van buren","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16491697",-85.44894697,35.69718489,"county_centroid","Y","N","Y",65,9,"","","","","DB","","2002-4-6",2002-04-06,96,-8.24380574826561,2,1
"232","angustifolia",22620053,"KANU",1968,3,22,"1968-03-22","Kansas","Comanche","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620053",-99.05327,37.05382,"geo_referenced","Y","N","Y",65,7,"","","","","DB","","1968-3-22",1968-03-22,82,-22.2438057482656,2,1
"233","angustifolia",13279742,"GAS",2003,3,8,"2003-03-08","Georgia","Bulloch County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279742",-81.7333333,32.425,"geo_referenced","Y","N","Y",65,9,"","","","","DB","","2003-3-8",2003-03-08,67,-37.2438057482656,2,1
"234","angustifolia",19211726,"UCHT",2002,2,2,"2002-02-02","Florida","lake","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211726",-81.69965559,28.75018418,"county_centroid","Y","N","Y",64,7,"","","","","DB","date","2002-2-2",2002-02-02,33,-71.2438057482656,2,1
"235","angustifolia",20534634,"VCU",1971,5,1,"1971-05-01","Virginia","frederick","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20534634",-78.27568969,39.21279153,"county_centroid","Y","N","Y",62,11,"","","","","DB","date","1971-5-1",1971-05-01,121,16.7561942517344,3,2
"236","angustifolia",12508868,"DUKE",1960,4,7,"1960-04-07","South Carolina","spartanburg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508868",-81.99037541,34.93874745,"county_centroid","Y","N","Y",65,11,"","","","","DB","date","1960-4-7",1960-04-07,98,-6.24380574826561,3,2
"237","angustifolia",19211606,"UCHT",2002,3,19,"2002-03-19","Texas","milam","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211606",-96.9832886,30.78348317,"county_centroid","Y","N","Y",63,9,"","","","","DB","","2002-3-19",2002-03-19,78,-26.2438057482656,2,1
"238","angustifolia",22918654,"ASU",1959,4,3,"1959-04-03","Oklahoma","payne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22918654",-96.97514782,36.06934581,"county_centroid","Y","N","Y",64,7,"","","","","DB","","1959-4-3",1959-04-03,93,-11.2438057482656,2,1
"239","angustifolia",13377314,"HTTU",1969,4,6,"1969-04-06","Tennessee","williamson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13377314",-86.89387444,35.89765856,"county_centroid","Y","N","N",65,0,"","","","","DB","","1969-4-6",1969-04-06,96,-8.24380574826561,1,1
"240","subcordata",23538076,"ASU",1979,3,19,"1979-03-19","California","San Diego","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23538076",-116.40427,33.24621,"geo_referenced","Y","N","Y",65,15,"","","","","SC","","1979-3-19",1979-03-19,78,-26.2438057482656,4,2
"241","subcordata",2790560,"NY",1995,4,24,"1995-04-24","California","Glenn Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=2790560",-122.65,39.62,"geo_referenced","Y","N","Y",67,19,"","","","","SC","","1995-4-24",1995-04-24,114,9.75619425173439,6,4
"242","subcordata",2862581,"NY",1998,5,30,"1998-05-30","California","Modoc Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=2862581",-120.1819,41.7786,"geo_referenced","Y","N","Y",65,17,"","","","","SC","","1998-5-30",1998-05-30,150,45.7561942517344,5,3
"243","subcordata",13939794,"COLO",1902,4,4,"1902-04-04","California","sonoma","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939794",-122.8763292,38.53307783,"county_centroid","Y","N","Y",67,17,"","","","","SC","date","1902-4-4",1902-04-04,94,-10.2438057482656,5,3
"244","subcordata",22719164,"KANU",1965,4,26,"1965-04-26","California","Madera","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22719164",-119.64833,37.32806,"geo_referenced","Y","N","Y",67,17,"","","","","SC","","1965-4-26",1965-04-26,116,11.7561942517344,5,3
"245","subcordata",8627293,"OBI",1965,4,26,"1965-04-26","California","Madera","https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627293",-119.64833,37.329425,"geo_referenced","Y","N","Y",65,17,"","","","","SC","","1965-4-26",1965-04-26,116,11.7561942517344,5,3
"246","subcordata",14740311,"NY",1989,5,8,"1989-05-08","California","Modoc Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14740311",-120.957384,41.480017,"geo_referenced","Y","N","Y",65,15,"","","","","SC","","1989-5-8",1989-05-08,128,23.7561942517344,4,2
"247","subcordata",13939793,"COLO",1892,5,17,"1892-05-17","Idaho","nez perce","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939793",-116.7331991,46.3190625,"county_centroid","Y","N","Y",65,11,"","","","","SC","date","1892-5-17",1892-05-17,138,33.7561942517344,3,2
"248","subcordata",8627291,"OBI",1931,5,23,"1931-05-23","California","Modoc","https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627291",-120.33514,41.55664,"geo_referenced","Y","N","Y",65,17,"","","","","SC","","1931-5-23",1931-05-23,143,38.7561942517344,5,3
"249","subcordata",8627290,"OBI",2012,5,19,"2012-05-19","California","Fresno","https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627290",-119.309924,37.119758,"geo_referenced","Y","N","Y",65,17,"","","","","SC","","2012-5-19",2012-05-19,140,35.7561942517344,5,3
"250","subcordata",8627289,"OBI",2004,4,26,"2004-04-26","California","Kern","https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627289",-118.585801,35.746933,"geo_referenced","Y","N","Y",67,19,"","","","","SC","","2004-4-26",2004-04-26,117,12.7561942517344,6,4
"251","subcordata",8627292,"OBI",1936,4,21,"1936-04-21","California","Santa Clara","https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627292",-121.53551,37.497536,"geo_referenced","Y","N","Y",67,15,"","","","","SC","","1936-4-21",1936-04-21,112,7.75619425173439,4,2
"252","subcordata",23538073,"ASU",1971,6,9,"1971-06-09","Oregon","klamath","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23538073",-121.6545199,42.6950334,"county_centroid","Y","N","Y",65,17,"","","","","SC","","1971-6-9",1971-06-09,160,55.7561942517344,5,3
"253","subcordata",12652586,"UT",1980,4,15,"","California","san mateo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652586",-122.2981593,37.43682908,"county_centroid","Y","N","Y",67,15,"","","Y","cant read date","SC","","1980-4-15",1980-04-15,106,1.75619425173439,4,2
"254","subcordata",11535480,"LSU",1927,5,28,"1927-05-28","California","del norte","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535480",-123.9036495,41.76026868,"county_centroid","Y","N","Y",67,17,"","","","","SC","","1927-5-28",1927-05-28,148,43.7561942517344,5,3
"255","subcordata",12652585,"UT",1980,4,15,"","California","santa clara","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652585",-121.6922741,37.23001509,"county_centroid","Y","N","Y",67,15,"","","Y","cant read date","SC","","1980-4-15",1980-04-15,106,1.75619425173439,4,2
"256","umbellata",13422322,"LL",1942,3,25,"1942-03-25","Texas","tyler","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422322",-94.38683284,30.79082789,"county_centroid","Y","N","Y",65,17,"","","","","SC","","1942-3-25",1942-03-25,84,-20.2438057482656,5,3
"257","umbellata",16668533,"FSU",1978,4,8,"1978-04-08","Georgia","elbert","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668533",-82.83863532,34.1122056,"county_centroid","Y","N","Y",65,9,"","","","","SC","date","1978-4-8",1978-04-08,98,-6.24380574826561,2,1
"258","umbellata",21269005,"UAM",1984,4,15,"1984-04-15","Arkansas","perry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269005",-92.9415163,34.94234579,"county_centroid","Y","N","Y",65,11,"","","","","SC","","1984-4-15",1984-04-15,106,1.75619425173439,3,2
"259","umbellata",16040540,"FLAS",1990,2,14,"1990-02-14","Florida","duval","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16040540",-81.6658339,30.31514695,"county_centroid","Y","N","Y",65,10,"","","","","SC","","1990-2-14",1990-02-14,45,-59.2438057482656,3,2
"260","umbellata",16064794,"FLAS",2003,2,23,"2003-02-23","Florida","alachua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16064794",-82.357751,29.66917793,"county_centroid","Y","N","Y",65,10,"","","","","SC","","2003-2-23",2003-02-23,54,-50.2438057482656,3,2
"261","umbellata",13378668,"HTTU",1998,4,4,"1998-04-04","Tennessee","scott","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13378668",-84.49765174,36.43053088,"county_centroid","Y","N","Y",65,9,"","","","","DB","date","1998-4-4",1998-04-04,94,-10.2438057482656,2,1
"262","umbellata",16080106,"FLAS",2010,3,16,"2010-03-16","Florida","Alachua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080106",-82.3545167,29.6115,"geo_referenced","Y","N","Y",67,17,"","","","","DB","","2010-3-16",2010-03-16,75,-29.2438057482656,5,3
"263","umbellata",4161797,"TTRS",1994,3,4,"1994-03-04","Florida","Leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161797",-84.27766976,30.45845973,"geo_referenced","Y","N","Y",65,0,"","","","","DB","","1994-3-4",1994-03-04,63,-41.2438057482656,1,1
"264","umbellata",22879305,"NCU",1996,3,31,"1996-03-31","Alabama","autauga","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22879305",-86.64564861,32.54009148,"county_centroid","Y","N","Y",67,0,"","","","","DB","date","1996-3-31",1996-03-31,91,-13.2438057482656,1,1
"265","umbellata",13422318,"LL",1959,3,14,"1959-03-14","Texas","henderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422318",-95.86532004,32.22844912,"county_centroid","Y","N","Y",65,10,"","","","","SC","","1959-3-14",1959-03-14,73,-31.2438057482656,3,2
"266","umbellata",13285043,"TENN",2002,2,2,"2002-02-02","Florida","sumter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285043",-82.07723731,28.69131589,"county_centroid","Y","N","Y",65,9,"","","","","SC","date","2002-2-2",2002-02-02,33,-71.2438057482656,2,1
"267","umbellata",16668594,"FSU",1957,3,14,"1957-03-14","Mississippi","george","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668594",-88.63992101,30.8637824,"county_centroid","Y","N","N",65,0,"","","","","SC","date","1957-3-14",1957-03-14,73,-31.2438057482656,1,1
"268","umbellata",6774900,"UWFP",1981,3,11,"1981-03-11","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774900",-87.39657433,30.7209762,"county_centroid","Y","N","N",65,0,"","","","","SC","","1981-3-11",1981-03-11,70,-34.2438057482656,1,1
"269","umbellata",13285044,"TENN",2002,2,2,"2002-02-02","Florida","sumter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285044",-82.07723731,28.69131589,"county_centroid","Y","N","Y",65,11,"Y","two collection dates","","","SC","date","2002-2-2",2002-02-02,33,-71.2438057482656,3,2
"270","umbellata",21517546,"CM",1995,5,8,"1995-05-08","Pennsylvania","Bedford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21517546",-78.25,39.98333,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1995-5-8",1995-05-08,128,23.7561942517344,2,1
"271","umbellata",19705281,"CLEMS",1979,4,10,"1979-04-10","North Carolina","cabarrus","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19705281",-80.56026675,35.38596494,"county_centroid","Y","N","Y",65,11,"Y","two collection dates","","","SC","","1979-4-10",1979-04-10,100,-4.24380574826561,3,2
"272","umbellata",7444123,"NCSC",1955,3,9,"1955-03-09","Florida","leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444123",-84.27342715,30.46085222,"county_centroid","Y","N","N",65,0,"","","","","SC","date","1955-3-9",1955-03-09,68,-36.2438057482656,1,1
"273","umbellata",16668613,"FSU",1987,4,2,"1987-04-02","South Carolina","chester","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668613",-81.15685049,34.69310951,"county_centroid","Y","N","Y",64,9,"","","","","SC","date","1987-4-2",1987-04-02,92,-12.2438057482656,2,1
"274","umbellata",11327058,"LSUS",1976,3,27,"1976-03-27","Louisiana","claiborne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11327058",-92.99514158,32.82545749,"county_centroid","Y","N","N",65,0,"","","","","SC","","1976-3-27",1976-03-27,87,-17.2438057482656,1,1
"275","umbellata",22081737,"SALK",2018,3,9,"2018-03-09","South Carolina","Colleton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22081737",-80.68018,32.89614,"geo_referenced","Y","N","N",65,0,"","","","","SC","","2018-3-9",2018-03-09,68,-36.2438057482656,1,1
"276","umbellata",16056016,"FLAS",2002,2,17,"2002-02-17","Florida","alachua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16056016",-82.357751,29.66917793,"county_centroid","Y","N","Y",65,11,"","","","","SC","","2002-2-17",2002-02-17,48,-56.2438057482656,3,2
"277","umbellata",4161805,"TTRS",1981,3,12,"1981-03-12","Florida","Leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161805",-84.27766976,30.45845973,"geo_referenced","Y","N","N",65,0,"","","","","SC","","1981-3-12",1981-03-12,71,-33.2438057482656,1,1
"278","umbellata",5667988,"LSU",1969,4,5,"1969-04-05","Louisiana","rapides","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5667988",-92.53011007,31.20510797,"county_centroid","Y","N","Y",65,11,"","","","","SC","","1969-4-5",1969-04-05,95,-9.24380574826561,3,2
"279","umbellata",13285045,"TENN",2002,2,6,"2002-04-06","Georgia","cobb","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285045",-84.59204242,33.93685037,"county_centroid","Y","N","Y",67,17,"","","","","SC","date","2002-2-6",2002-02-06,37,-67.2438057482656,5,3
