Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,502,Pollen release (flowers),2016,4,23,114,2457502,2,2016,4,25,116,2457504,3
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,502,Pollen release (flowers),2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,502,Pollen release (flowers),2016,5,6,127,2457515,3,2016,5,6,127,2457515,2
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,502,Pollen release (flowers),2016,5,9,130,2457518,1,2016,5,17,138,2457526,4
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,502,Pollen release (flowers),2016,5,23,144,2457532,2,2016,5,23,144,2457532,3
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,502,Pollen release (flowers),2016,5,29,150,2457538,2,2016,5,29,150,2457538,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,502,Pollen release (flowers),2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,502,Pollen release (flowers),2016,5,11,132,2457520,2,2016,5,17,138,2457526,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,502,Pollen release (flowers),2016,5,21,142,2457530,3,2016,5,25,146,2457534,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,502,Pollen release (flowers),2016,5,29,150,2457538,2,2016,5,29,150,2457538,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,502,Pollen release (flowers),2016,6,8,160,2457548,6,2016,6,8,160,2457548,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,502,Pollen release (flowers),2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,502,Pollen release (flowers),2016,5,11,132,2457520,2,2016,5,12,133,2457521,9
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,502,Pollen release (flowers),2016,5,29,150,2457538,3,2016,5,29,150,2457538,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,502,Pollen release (flowers),2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,2
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,504,Recent fruit or seed drop,2016,6,13,165,2457553,5,2016,6,13,165,2457553,6
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,504,Recent fruit or seed drop,2016,6,21,173,2457561,2,2016,6,21,173,2457561,9
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,504,Recent fruit or seed drop,2016,6,13,165,2457553,3,2016,6,23,175,2457563,4
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,504,Recent fruit or seed drop,2016,7,7,189,2457577,3,2016,7,7,189,2457577,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,504,Recent fruit or seed drop,2016,6,9,161,2457549,1,2016,6,23,175,2457563,4
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,504,Recent fruit or seed drop,2016,6,13,165,2457553,5,2016,6,21,173,2457561,6
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,504,Recent fruit or seed drop,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,504,Recent fruit or seed drop,2016,6,13,165,2457553,3,2016,6,21,173,2457561,6
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,516,Fruits,2016,6,2,154,2457542,3,2016,6,2,154,2457542,5
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,516,Fruits,2016,6,13,165,2457553,5,2016,6,15,167,2457555,4
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,516,Fruits,2016,5,26,147,2457535,1,2016,5,26,147,2457535,3
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,516,Fruits,2016,6,2,154,2457542,3,2016,6,2,154,2457542,5
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,516,Fruits,2016,6,9,161,2457549,1,2016,6,19,171,2457559,2
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,516,Fruits,2016,6,23,175,2457563,2,2016,6,23,175,2457563,4
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,516,Fruits,2016,5,26,147,2457535,1,2016,5,28,149,2457537,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,516,Fruits,2016,6,2,154,2457542,3,2016,6,3,155,2457543,5
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,516,Fruits,2016,6,9,161,2457549,1,2016,6,19,171,2457559,2
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86260,516,Fruits,2016,6,23,175,2457563,2,2016,6,23,175,2457563,4
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,516,Fruits,2016,5,26,147,2457535,3,2016,5,28,149,2457537,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86261,516,Fruits,2016,6,13,165,2457553,5,2016,6,13,165,2457553,8
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,516,Fruits,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,516,Fruits,2016,6,2,154,2457542,3,2016,6,2,154,2457542,5
20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,87754,516,Fruits,2016,6,10,162,2457550,2,2016,6,19,171,2457559,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,371,Breaking leaf buds,2016,4,15,106,2457494,3,2016,4,15,106,2457494,1
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,371,Breaking leaf buds,2016,4,18,109,2457497,2,2016,4,19,110,2457498,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,371,Breaking leaf buds,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,371,Breaking leaf buds,2016,4,25,116,2457504,1,2016,5,3,124,2457512,5
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,467,Increasing leaf size,2016,4,28,119,2457507,4,2016,4,28,119,2457507,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,467,Increasing leaf size,2016,5,3,124,2457512,2,2016,5,20,141,2457529,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,467,Increasing leaf size,2016,5,27,148,2457536,1,2016,6,7,159,2457547,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,467,Increasing leaf size,2016,7,6,188,2457576,9,2016,7,6,188,2457576,1
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,467,Increasing leaf size,2016,7,19,201,2457589,12,2016,7,19,201,2457589,19
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,467,Increasing leaf size,2016,8,16,229,2457617,9,2016,8,16,229,2457617,18
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,471,Falling leaves,2016,9,5,249,2457637,1,2016,10,6,280,2457668,4
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,471,Falling leaves,2016,10,12,286,2457674,2,2016,11,20,325,2457713,5
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,4,25,116,2457504,1,2016,4,28,119,2457507,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,5,3,124,2457512,2,2016,5,6,127,2457515,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,5,9,130,2457518,1,2016,9,5,249,2457637,8
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,9,18,262,2457650,5,2016,9,18,262,2457650,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,9,22,266,2457654,1,2016,9,22,266,2457654,14
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,10,10,284,2457672,4,2016,10,17,291,2457679,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,10,23,297,2457685,3,2016,11,2,307,2457695,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,11,6,311,2457699,2,2016,11,7,312,2457700,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,11,13,318,2457706,3,2016,11,13,318,2457706,4
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,483,Leaves,2016,11,20,325,2457713,3,2016,11,20,325,2457713,5
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,498,Colored leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,498,Colored leaves,2016,5,6,127,2457515,3,2016,5,6,127,2457515,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,498,Colored leaves,2016,5,20,141,2457529,5,2016,5,20,141,2457529,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,498,Colored leaves,2016,5,27,148,2457536,1,2016,5,31,152,2457540,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,498,Colored leaves,2016,6,7,159,2457547,5,2016,6,7,159,2457547,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,498,Colored leaves,2016,7,19,201,2457589,11,2016,7,19,201,2457589,19
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,498,Colored leaves,2016,9,5,249,2457637,1,2016,10,6,280,2457668,4
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,498,Colored leaves,2016,10,12,286,2457674,2,2016,11,13,318,2457706,4
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,500,Flowers or flower buds,2016,4,10,101,2457489,2,2016,4,10,101,2457489,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,500,Flowers or flower buds,2016,4,15,106,2457494,3,2016,4,15,106,2457494,1
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,500,Flowers or flower buds,2016,4,19,110,2457498,1,2016,4,25,116,2457504,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,3,124,2457512,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,500,Flowers or flower buds,2016,5,9,130,2457518,1,2016,5,9,130,2457518,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,501,Open flowers,2016,4,19,110,2457498,1,2016,4,19,110,2457498,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,501,Open flowers,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,501,Open flowers,2016,4,25,116,2457504,1,2016,4,25,116,2457504,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,501,Open flowers,2016,5,3,124,2457512,2,2016,5,3,124,2457512,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,502,Pollen release (flowers),2016,4,19,110,2457498,1,2016,4,19,110,2457498,2
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,516,Fruits,2016,6,24,176,2457564,5,2016,6,24,176,2457564,3
20223,42.296417,-71.128052,26,MA,61,Acer,saccharum,sugar maple,Plantae,92209,516,Fruits,2016,10,10,284,2457672,4,2016,10,10,284,2457672,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,371,Breaking leaf buds,2016,4,3,94,2457482,1,2016,4,6,97,2457485,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,371,Breaking leaf buds,2016,4,13,104,2457492,1,2016,4,15,106,2457494,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,371,Breaking leaf buds,2016,4,19,110,2457498,3,2016,5,2,123,2457511,4
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,371,Breaking leaf buds,2016,5,8,129,2457517,2,2016,5,8,129,2457517,7
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,371,Breaking leaf buds,2016,6,1,153,2457541,1,2016,6,5,157,2457545,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,371,Breaking leaf buds,2016,6,14,166,2457554,7,2016,6,14,166,2457554,5
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,371,Breaking leaf buds,2016,6,24,176,2457564,5,2016,6,24,176,2457564,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,371,Breaking leaf buds,2016,7,7,189,2457577,1,2016,7,7,189,2457577,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,371,Breaking leaf buds,2016,4,3,94,2457482,1,2016,4,6,97,2457485,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,371,Breaking leaf buds,2016,4,13,104,2457492,1,2016,4,15,106,2457494,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,371,Breaking leaf buds,2016,4,19,110,2457498,2,2016,5,3,124,2457512,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,371,Breaking leaf buds,2016,5,8,129,2457517,2,2016,5,12,133,2457521,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,371,Breaking leaf buds,2016,6,2,154,2457542,1,2016,6,5,157,2457545,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,390,Ripe fruits,2016,8,7,220,2457608,19,2016,8,7,220,2457608,9
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,390,Ripe fruits,2016,9,5,249,2457637,2,2016,9,5,249,2457637,8
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,390,Ripe fruits,2016,10,10,284,2457672,4,2016,10,10,284,2457672,7
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,390,Ripe fruits,2016,10,30,304,2457692,10,2016,10,30,304,2457692,5
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,390,Ripe fruits,2016,11,6,311,2457699,2,2016,11,6,311,2457699,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,390,Ripe fruits,2016,10,23,297,2457685,3,2016,10,23,297,2457685,7
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,467,Increasing leaf size,2016,4,27,118,2457506,3,2016,4,28,119,2457507,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,467,Increasing leaf size,2016,5,6,127,2457515,4,2016,5,6,127,2457515,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,467,Increasing leaf size,2016,5,12,133,2457521,4,2016,6,7,159,2457547,7
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,467,Increasing leaf size,2016,7,6,188,2457576,9,2016,7,6,188,2457576,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,467,Increasing leaf size,2016,7,19,201,2457589,5,2016,7,19,201,2457589,19
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,467,Increasing leaf size,2016,5,6,127,2457515,4,2016,5,6,127,2457515,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,467,Increasing leaf size,2016,5,12,133,2457521,4,2016,5,20,141,2457529,6
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,467,Increasing leaf size,2016,5,27,148,2457536,1,2016,6,7,159,2457547,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,467,Increasing leaf size,2016,7,6,188,2457576,9,2016,7,6,188,2457576,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,467,Increasing leaf size,2016,7,19,201,2457589,5,2016,7,19,201,2457589,19
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,471,Falling leaves,2016,9,21,265,2457653,3,2016,10,6,280,2457668,4
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,471,Falling leaves,2016,10,12,286,2457674,2,2016,10,20,294,2457682,10
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,471,Falling leaves,2016,11,6,311,2457699,2,2016,11,25,330,2457718,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,471,Falling leaves,2016,9,18,262,2457650,5,2016,9,21,265,2457653,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,471,Falling leaves,2016,10,6,280,2457668,14,2016,11,10,315,2457703,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,471,Falling leaves,2016,11,17,322,2457710,4,2016,11,17,322,2457710,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,4,27,118,2457506,3,2016,4,29,120,2457508,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,5,2,123,2457511,1,2016,5,2,123,2457511,4
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,5,8,129,2457517,2,2016,5,16,137,2457525,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,5,20,141,2457529,3,2016,5,27,148,2457536,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,5,31,152,2457540,1,2016,7,8,190,2457578,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,7,19,201,2457589,5,2016,9,5,249,2457637,8
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,9,18,262,2457650,5,2016,9,18,262,2457650,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,10,10,284,2457672,4,2016,10,17,291,2457679,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,10,23,297,2457685,3,2016,11,2,307,2457695,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,11,6,311,2457699,2,2016,11,7,312,2457700,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,483,Leaves,2016,11,13,318,2457706,3,2016,11,13,318,2457706,4
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,4,27,118,2457506,3,2016,4,29,120,2457508,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,5,2,123,2457511,1,2016,5,6,127,2457515,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,5,9,130,2457518,1,2016,5,16,137,2457525,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,5,20,141,2457529,3,2016,5,27,148,2457536,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,5,31,152,2457540,1,2016,7,6,188,2457576,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,7,19,201,2457589,5,2016,9,5,249,2457637,8
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,9,18,262,2457650,5,2016,9,18,262,2457650,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,9,22,266,2457654,1,2016,9,22,266,2457654,14
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,10,12,286,2457674,6,2016,10,17,291,2457679,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,10,23,297,2457685,3,2016,11,2,307,2457695,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,483,Leaves,2016,11,6,311,2457699,2,2016,11,7,312,2457700,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,4,28,119,2457507,1,2016,4,28,119,2457507,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,5,6,127,2457515,4,2016,5,6,127,2457515,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,5,20,141,2457529,3,2016,5,20,141,2457529,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,5,27,148,2457536,5,2016,5,27,148,2457536,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,5,31,152,2457540,1,2016,5,31,152,2457540,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,6,7,159,2457547,2,2016,6,7,159,2457547,7
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,9,13,257,2457645,8,2016,10,20,294,2457682,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,10,30,304,2457692,7,2016,11,2,307,2457695,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,498,Colored leaves,2016,11,6,311,2457699,2,2016,11,13,318,2457706,4
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,498,Colored leaves,2016,5,6,127,2457515,3,2016,5,6,127,2457515,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,498,Colored leaves,2016,5,20,141,2457529,3,2016,5,20,141,2457529,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,498,Colored leaves,2016,5,27,148,2457536,1,2016,5,27,148,2457536,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,498,Colored leaves,2016,5,31,152,2457540,1,2016,5,31,152,2457540,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,498,Colored leaves,2016,6,7,159,2457547,2,2016,6,7,159,2457547,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,498,Colored leaves,2016,9,21,265,2457653,3,2016,9,21,265,2457653,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,498,Colored leaves,2016,10,6,280,2457668,14,2016,11,10,315,2457703,3
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,500,Flowers or flower buds,2016,5,21,142,2457530,1,2016,5,21,142,2457530,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,500,Flowers or flower buds,2016,5,31,152,2457540,1,2016,6,14,166,2457554,5
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,500,Flowers or flower buds,2016,6,24,176,2457564,5,2016,7,7,189,2457577,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,500,Flowers or flower buds,2016,4,24,115,2457503,1,2016,4,24,115,2457503,1
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,500,Flowers or flower buds,2016,6,7,159,2457547,2,2016,6,7,159,2457547,2
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,87757,500,Flowers or flower buds,2016,6,14,166,2457554,5,2016,6,14,166,2457554,5
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,501,Open flowers,2016,7,6,188,2457576,9,2016,7,14,196,2457584,5
20223,42.296417,-71.128052,26,MA,93,Tilia,americana,American basswood,Plantae,86289,502,Pollen release (flowers),2016,7,7,189,2457577,1,2016,7,14,196,2457584,5
