name,GEN.SPA,Force,Light,Chill,good_flaskid,11/23/17,11/26/17,11/28/17,12/1/17,,,,,,,,,12/3/17,,,,,,,,,12/5/17,,,,,,,,
BETALL32 HF DB,BET.ALL,C,S,0,CS0_8,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 6 HF DB,COM.PER,C,S,0,CS0_8,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
BETALL26 HF DB,BET.ALL,C,S,0,CS0_7,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
VACCOR 7 HF DB,VAC.COR,C,S,0,CS0_7,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE06 HF DB,VIB.ACE,C,S,0,CS0_7,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_6,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETALL31 HF DB,BET.ALL,C,S,0,CS0_6,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE06 HF DB,VIB.ACE,C,S,0,CS0_6,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ILEVER03 HF DB,ILE.VER,C,S,0,CS0_5,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUPEN 24 HF DB,PRU.PEN,C,S,0,CS0_5,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VACCOR 10 HF DB,VAC.COR,C,S,0,CS0_5,-,-,-,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
BETALL32 HF DB,BET.ALL,C,S,0,CS0_4,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 2 HF DB,COM.PER,C,S,0,CS0_4,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_4,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ACEPEN14 HF DB,ACE.PEN,C,S,0,CS0_3,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR10_HF,COR.COR,C,S,0,CS0_3,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 5 HF DB,PRU.VIR,C,S,0,CS0_3,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR14 HF DB,COR.COR,C,S,0,CS0_24,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PRUPEN 23 HF DB,PRU.PEN,C,S,0,CS0_24,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 6 HF DB,PRU.VIR,C,S,0,CS0_24,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR09_HF,COR.COR,C,S,0,CS0_23,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
ILEMUC 11 HF DB,ILE.MUC,C,S,0,CS0_23,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VACCOR 8 HF DB,VAC.COR,C,S,0,CS0_23,-,-,-,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COMPER 4 HF DB,COM.PER,C,S,0,CS0_22,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
ILEMUC 14 HF DB,ILE.MUC,C,S,0,CS0_22,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 3 HF DB,PRU.VIR,C,S,0,CS0_22,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR 15_HF,COR.COR,C,S,0,CS0_21,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEVER01 HF DB,ILE.VER,C,S,0,CS0_21,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE09 HF DB,VIB.ACE,C,S,0,CS0_21,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 8 HF DB,COM.PER,C,S,0,CS0_20,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
ILEVER08 HF DB,ILE.VER,C,S,0,CS0_20,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUPEN16 HF DB,PRU.PEN,C,S,0,CS0_20,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACESAC11 HF DB,ACE.SAC,C,S,0,CS0_2,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 5 HF DB,COM.PER,C,S,0,CS0_2,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
CORCOR09_HF,COR.COR,C,S,0,CS0_2,-,-,-,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
ACEPEN16 HF DB,ACE.PEN,C,S,0,CS0_19,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB25 HF DB,ACE.RUB,C,S,0,CS0_19,-,-,-,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ILEVER08 HF DB,ILE.VER,C,S,0,CS0_19,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACEPEN20 HF DB,ACE.PEN,C,S,0,CS0_18,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB23 HF DB,ACE.RUB,C,S,0,CS0_18,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_18,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEMUC 9 HF DB,ILE.MUC,C,S,0,CS0_17,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PRUPEN 24 HF DB,PRU.PEN,C,S,0,CS0_17,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE07 HF DB,VIB.ACE,C,S,0,CS0_17,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB28 HF DB,ACE.RUB,C,S,0,CS0_16,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ACESAC19 HF DB,ACE.SAC,C,S,0,CS0_16,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE11 HF DB,VIB.ACE,C,S,0,CS0_16,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACEPEN16 HF DB,ACE.PEN,C,S,0,CS0_15,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB23 HF DB,ACE.RUB,C,S,0,CS0_15,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ILEVER01 HF DB,ILE.VER,C,S,0,CS0_15,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETALL31 HF DB,BET.ALL,C,S,0,CS0_14,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEMUC 9 HF DB,ILE.MUC,C,S,0,CS0_14,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUPEN 23 HF DB,PRU.PEN,C,S,0,CS0_14,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETALL31 HF DB,BET.ALL,C,S,0,CS0_13,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 6 HF DB,COM.PER,C,S,0,CS0_13,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ILEMUC 10 HF DB,ILE.MUC,C,S,0,CS0_13,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEMUC 12 HF DB,ILE.MUC,C,S,0,CS0_12,-,-,-,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 3 HF DB,PRU.VIR,C,S,0,CS0_12,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_12,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_11,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_11,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VIBACE4 HF DB,VIB.ACE,C,S,0,CS0_11,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACEPEN14 HF DB,ACE.PEN,C,S,0,CS0_10,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ACESAC11 HF DB,ACE.SAC,C,S,0,CS0_10,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 7 HF DB,PRU.VIR,C,S,0,CS0_10,-,-,-,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
ACEPEN20 HF DB,ACE.PEN,C,S,0,CS0_1,-,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR06 HF,COR.COR,C,S,0,CS0_1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 2 HF DB,PRU.VIR,C,S,0,CS0_1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
BETALL32 HF DB,BET.ALL,C,L,0,CL0_9,-,-,-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEVER06 HF DB,ILE.VER,C,L,0,CL0_9,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VACCOR 6 HF DB,VAC.COR,C,L,0,CL0_9,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACESAC19 HF DB,ACE.SAC,C,L,0,CL0_8,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 1 HF DB,COM.PER,C,L,0,CL0_8,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PRUVIR 5 HF DB,PRU.VIR,C,L,0,CL0_8,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACEPEN20 HF DB,ACE.PEN,C,L,0,CL0_7,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB25 HF DB,ACE.RUB,C,L,0,CL0_7,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_7,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACEPEN18 HF DB,ACE.PEN,C,L,0,CL0_6,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB25 HF DB,ACE.RUB,C,L,0,CL0_6,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
ILEMUC 10 HF DB,ILE.MUC,C,L,0,CL0_6,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACEPEN16 HF DB,ACE.PEN,C,L,0,CL0_5,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEMUC 13 HF DB,ILE.MUC,C,L,0,CL0_5,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_5,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETALL32 HF DB,BET.ALL,C,L,0,CL0_4,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 2 HF DB,COM.PER,C,L,0,CL0_4,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 2 HF DB,PRU.VIR,C,L,0,CL0_4,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 4 HF DB,COM.PER,C,L,0,CL0_3,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CORCOR07_HF,COR.COR,C,L,0,CL0_3,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEMUC 13 HF DB,ILE.MUC,C,L,0,CL0_3,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 4 HF DB,COM.PER,C,L,0,CL0_24,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PRUPEN17 HF DB,PRU.PEN,C,L,0,CL0_24,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 4 HF DB,PRU.VIR,C,L,0,CL0_24,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACESAC12 HF DB,ACE.SAC,C,L,0,CL0_23,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUPEN 23 HF DB,PRU.PEN,C,L,0,CL0_23,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VACCOR 11 HF DB,VAC.COR,C,L,0,CL0_23,-,-,-,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ACEPEN19 HF DB,ACE.PEN,C,L,0,CL0_22,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACESAC18 HF DB,ACE.SAC,C,L,0,CL0_22,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_22,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEMUC 11 HF DB,ILE.MUC,C,L,0,CL0_21,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUPEN 23 HF DB,PRU.PEN,C,L,0,CL0_21,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VACCOR 3 HF DB,VAC.COR,C,L,0,CL0_21,-,-,-,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
ACEPEN17 HF DB,ACE.PEN,C,L,0,CL0_20,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR10_HF,COR.COR,C,L,0,CL0_20,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 2 HF DB,PRU.VIR,C,L,0,CL0_20,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETALL33 HF DB,BET.ALL,C,L,0,CL0_2,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEVER04 HF DB,ILE.VER,C,L,0,CL0_2,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUPEN 22 HF DB,PRU.PEN,C,L,0,CL0_2,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB23 HF DB,ACE.RUB,C,L,0,CL0_19,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 6 HF DB,PRU.VIR,C,L,0,CL0_19,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VACCOR 11 HF DB,VAC.COR,C,L,0,CL0_19,-,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
COMPER 6 HF DB,COM.PER,C,L,0,CL0_18,-,-,-,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ILEMUC 12 HF DB,ILE.MUC,C,L,0,CL0_18,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE10 HF DB,VIB.ACE,C,L,0,CL0_18,-,-,-,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB23 HF DB,ACE.RUB,C,L,0,CL0_17,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETALL31 HF DB,BET.ALL,C,L,0,CL0_17,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR 16 HF DB,COR.COR,C,L,0,CL0_17,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR09_HF,COR.COR,C,L,0,CL0_16,-,-,-,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
VACCOR 1 HF DB,VAC.COR,C,L,0,CL0_16,-,-,-,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VIBACE01 HF DB,VIB.ACE,C,L,0,CL0_16,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETALL34 HF DB,BET.ALL,C,L,0,CL0_15,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR07_HF,COR.COR,C,L,0,CL0_15,-,-,-,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEVER04 HF DB,ILE.VER,C,L,0,CL0_15,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB26 HF DB,ACE.RUB,C,L,0,CL0_14,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETALL26 HF DB,BET.ALL,C,L,0,CL0_14,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE4 HF DB,VIB.ACE,C,L,0,CL0_14,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUPEN 24 HF DB,PRU.PEN,C,L,0,CL0_13,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRUVIR 7 HF DB,PRU.VIR,C,L,0,CL0_13,-,-,-,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
VACCOR 10 HF DB,VAC.COR,C,L,0,CL0_13,-,-,-,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_12,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORCOR09_HF,COR.COR,C,L,0,CL0_12,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ILEVER08 HF DB,ILE.VER,C,L,0,CL0_12,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACEPEN17 HF DB,ACE.PEN,C,L,0,CL0_11,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_11,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEVER05 HF DB,ILE.VER,C,L,0,CL0_11,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEMUC 12 HF DB,ILE.MUC,C,L,0,CL0_10,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEVER07 HF DB,ILE.VER,C,L,0,CL0_10,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_10,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACERUB27 HF DB,ACE.RUB,C,L,0,CL0_1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPER 2 HF DB,COM.PER,C,L,0,CL0_1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PRUPEN 21 HF DB,PRU.PEN,C,L,0,CL0_1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
ACERUB25 HF DB,ACE.RUB,W,S,1,WS1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR10_HF,COR.COR,W,S,1,WS1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 9 HF DB,VAC.COR,W,S,1,WS1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 3 HF DB,COM.PER,W,S,1,WS1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 3 HF DB,VAC.COR,W,S,1,WS1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE4 HF DB,VIB.ACE,W,S,1,WS1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC19 HF DB,ACE.SAC,W,S,1,WS1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER10 HF DB,ILE.VER,W,S,1,WS1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR ? HF DB,VAC.COR,W,S,1,WS1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC16 HF DB,ACE.SAC,W,S,1,WS1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL34 HF DB,BET.ALL,W,S,1,WS1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER08 HF DB,ILE.VER,W,S,1,WS1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN17 HF DB,ACE.PEN,W,S,1,WS1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN14 HF DB,ACE.PEN,W,S,1,WS1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
