"id","leaf_day(15)","flo_day","budburst(9)","Leaf_expand(11)","name","GEN.SPA","Force","Light","Chill","good_flaskid"
"ACEPEN20 HF DB_CS0_1",NA,NA,NA,NA,"ACEPEN20 HF DB","ACE.PEN","C","S",0,"CS0_1"
"CORCOR06 HF_CS0_1",NA,NA,NA,NA,"CORCOR06 HF","COR.COR","C","S",0,"CS0_1"
"PRUVIR 2 HF DB_CS0_1",NA,NA,NA,NA,"PRUVIR 2 HF DB","PRU.VIR","C","S",0,"CS0_1"
"BETALL32 HF DB_CL0_9",82,NA,76,76,"BETALL32 HF DB","BET.ALL","C","L",0,"CL0_9"
"ILEVER06 HF DB_CL0_9",NA,NA,NA,NA,"ILEVER06 HF DB","ILE.VER","C","L",0,"CL0_9"
"VACCOR 6 HF DB_CL0_9",NA,NA,NA,NA,"VACCOR 6 HF DB","VAC.COR","C","L",0,"CL0_9"
"ACESAC19 HF DB_CL0_8",NA,NA,NA,NA,"ACESAC19 HF DB","ACE.SAC","C","L",0,"CL0_8"
"COMPER 1 HF DB_CL0_8",NA,NA,NA,NA,"COMPER 1 HF DB","COM.PER","C","L",0,"CL0_8"
"PRUVIR 5 HF DB_CL0_8",NA,NA,NA,NA,"PRUVIR 5 HF DB","PRU.VIR","C","L",0,"CL0_8"
"ACEPEN20 HF DB_CL0_7",107,NA,104,104,"ACEPEN20 HF DB","ACE.PEN","C","L",0,"CL0_7"
"ACERUB25 HF DB_CL0_7",NA,NA,NA,NA,"ACERUB25 HF DB","ACE.RUB","C","L",0,"CL0_7"
"ACESAC11 HF DB_CL0_7",NA,NA,NA,NA,"ACESAC11 HF DB","ACE.SAC","C","L",0,"CL0_7"
"ACEPEN18 HF DB_CL0_6",68,93,61,63,"ACEPEN18 HF DB","ACE.PEN","C","L",0,"CL0_6"
"ACERUB25 HF DB_CL0_6",NA,NA,NA,NA,"ACERUB25 HF DB","ACE.RUB","C","L",0,"CL0_6"
"ILEMUC 10 HF DB_CL0_6",110,NA,104,107,"ILEMUC 10 HF DB","ILE.MUC","C","L",0,"CL0_6"
"ACEPEN16 HF DB_CL0_5",NA,NA,NA,NA,"ACEPEN16 HF DB","ACE.PEN","C","L",0,"CL0_5"
"ILEMUC 13 HF DB_CL0_5",76,73,70,73,"ILEMUC 13 HF DB","ILE.MUC","C","L",0,"CL0_5"
"VIBACE06 HF DB_CL0_5",NA,NA,NA,NA,"VIBACE06 HF DB","VIB.ACE","C","L",0,"CL0_5"
"BETALL32 HF DB_CL0_4",93,NA,82,84,"BETALL32 HF DB","BET.ALL","C","L",0,"CL0_4"
"COMPER 2 HF DB_CL0_4",NA,NA,NA,NA,"COMPER 2 HF DB","COM.PER","C","L",0,"CL0_4"
"PRUVIR 2 HF DB_CL0_4",NA,NA,NA,NA,"PRUVIR 2 HF DB","PRU.VIR","C","L",0,"CL0_4"
"COMPER 4 HF DB_CL0_3",NA,30,NA,NA,"COMPER 4 HF DB","COM.PER","C","L",0,"CL0_3"
"CORCOR07_HF_CL0_3",107,NA,96,101,"CORCOR07_HF","COR.COR","C","L",0,"CL0_3"
"ILEMUC 13 HF DB_CL0_3",93,107,82,90,"ILEMUC 13 HF DB","ILE.MUC","C","L",0,"CL0_3"
"COMPER 4 HF DB_CL0_24",NA,33,NA,NA,"COMPER 4 HF DB","COM.PER","C","L",0,"CL0_24"
"PRUPEN17 HF DB_CL0_24",NA,NA,35,NA,"PRUPEN17 HF DB","PRU.PEN","C","L",0,"CL0_24"
"PRUVIR 4 HF DB_CL0_24",NA,NA,NA,NA,"PRUVIR 4 HF DB","PRU.VIR","C","L",0,"CL0_24"
"ACESAC12 HF DB_CL0_23",NA,NA,NA,NA,"ACESAC12 HF DB","ACE.SAC","C","L",0,"CL0_23"
"PRUPEN 23 HF DB_CL0_23",NA,NA,NA,NA,"PRUPEN 23 HF DB","PRU.PEN","C","L",0,"CL0_23"
"VACCOR 11 HF DB_CL0_23",107,33,90,101,"VACCOR 11 HF DB","VAC.COR","C","L",0,"CL0_23"
"ACEPEN19 HF DB_CL0_22",90,87,76,84,"ACEPEN19 HF DB","ACE.PEN","C","L",0,"CL0_22"
"ACESAC18 HF DB_CL0_22",NA,NA,NA,NA,"ACESAC18 HF DB","ACE.SAC","C","L",0,"CL0_22"
"VIBACE06 HF DB_CL0_22",NA,NA,NA,NA,"VIBACE06 HF DB","VIB.ACE","C","L",0,"CL0_22"
"ILEMUC 11 HF DB_CL0_21",NA,NA,90,NA,"ILEMUC 11 HF DB","ILE.MUC","C","L",0,"CL0_21"
"PRUPEN 23 HF DB_CL0_21",NA,NA,NA,NA,"PRUPEN 23 HF DB","PRU.PEN","C","L",0,"CL0_21"
"VACCOR 3 HF DB_CL0_21",NA,93,NA,NA,"VACCOR 3 HF DB","VAC.COR","C","L",0,"CL0_21"
"ACEPEN17 HF DB_CL0_20",NA,NA,NA,NA,"ACEPEN17 HF DB","ACE.PEN","C","L",0,"CL0_20"
"CORCOR10_HF_CL0_20",96,52,82,90,"CORCOR10_HF","COR.COR","C","L",0,"CL0_20"
"PRUVIR 2 HF DB_CL0_20",NA,NA,NA,NA,"PRUVIR 2 HF DB","PRU.VIR","C","L",0,"CL0_20"
"BETALL33 HF DB_CL0_2",110,NA,104,107,"BETALL33 HF DB","BET.ALL","C","L",0,"CL0_2"
"ILEVER04 HF DB_CL0_2",NA,NA,NA,NA,"ILEVER04 HF DB","ILE.VER","C","L",0,"CL0_2"
"PRUPEN 22 HF DB_CL0_2",82,NA,35,45,"PRUPEN 22 HF DB","PRU.PEN","C","L",0,"CL0_2"
"ACERUB23 HF DB_CL0_19",NA,NA,NA,NA,"ACERUB23 HF DB","ACE.RUB","C","L",0,"CL0_19"
"PRUVIR 6 HF DB_CL0_19",NA,NA,NA,NA,"PRUVIR 6 HF DB","PRU.VIR","C","L",0,"CL0_19"
"VACCOR 11 HF DB_CL0_19",110,45,84,101,"VACCOR 11 HF DB","VAC.COR","C","L",0,"CL0_19"
"COMPER 6 HF DB_CL0_18",NA,NA,NA,NA,"COMPER 6 HF DB","COM.PER","C","L",0,"CL0_18"
"ILEMUC 12 HF DB_CL0_18",NA,NA,NA,NA,"ILEMUC 12 HF DB","ILE.MUC","C","L",0,"CL0_18"
"VIBACE10 HF DB_CL0_18",NA,NA,96,104,"VIBACE10 HF DB","VIB.ACE","C","L",0,"CL0_18"
"ACERUB23 HF DB_CL0_17",NA,61,NA,NA,"ACERUB23 HF DB","ACE.RUB","C","L",0,"CL0_17"
"BETALL31 HF DB_CL0_17",76,NA,68,70,"BETALL31 HF DB","BET.ALL","C","L",0,"CL0_17"
"CORCOR 16 HF DB_CL0_17",104,82,90,98,"CORCOR 16 HF DB","COR.COR","C","L",0,"CL0_17"
"CORCOR09_HF_CL0_16",104,NA,90,90,"CORCOR09_HF","COR.COR","C","L",0,"CL0_16"
"VACCOR 1 HF DB_CL0_16",104,40,63,101,"VACCOR 1 HF DB","VAC.COR","C","L",0,"CL0_16"
"VIBACE01 HF DB_CL0_16",90,NA,63,82,"VIBACE01 HF DB","VIB.ACE","C","L",0,"CL0_16"
"BETALL34 HF DB_CL0_15",104,NA,82,93,"BETALL34 HF DB","BET.ALL","C","L",0,"CL0_15"
"CORCOR07_HF_CL0_15",101,68,84,90,"CORCOR07_HF","COR.COR","C","L",0,"CL0_15"
"ILEVER04 HF DB_CL0_15",NA,NA,NA,NA,"ILEVER04 HF DB","ILE.VER","C","L",0,"CL0_15"
"ACERUB26 HF DB_CL0_14",NA,NA,NA,NA,"ACERUB26 HF DB","ACE.RUB","C","L",0,"CL0_14"
"BETALL26 HF DB_CL0_14",68,NA,58,63,"BETALL26 HF DB","BET.ALL","C","L",0,"CL0_14"
"VIBACE4 HF DB_CL0_14",NA,NA,112,NA,"VIBACE4 HF DB","VIB.ACE","C","L",0,"CL0_14"
"PRUPEN 24 HF DB_CL0_13",NA,NA,47,52,"PRUPEN 24 HF DB","PRU.PEN","C","L",0,"CL0_13"
"PRUVIR 7 HF DB_CL0_13",NA,NA,NA,NA,"PRUVIR 7 HF DB","AME.SPP","C","L",0,"CL0_13"
"VACCOR 10 HF DB_CL0_13",50,40,30,35,"VACCOR 10 HF DB","VAC.COR","C","L",0,"CL0_13"
"ACESAC11 HF DB_CL0_12",NA,NA,NA,NA,"ACESAC11 HF DB","ACE.SAC","C","L",0,"CL0_12"
"CORCOR09_HF_CL0_12",104,73,87,93,"CORCOR09_HF","COR.COR","C","L",0,"CL0_12"
"ILEVER08 HF DB_CL0_12",101,NA,93,96,"ILEVER08 HF DB","ILE.VER","C","L",0,"CL0_12"
"ACEPEN17 HF DB_CL0_11",NA,NA,NA,NA,"ACEPEN17 HF DB","ACE.PEN","C","L",0,"CL0_11"
"ACESAC11 HF DB_CL0_11",NA,NA,NA,NA,"ACESAC11 HF DB","ACE.SAC","C","L",0,"CL0_11"
"ILEVER05 HF DB_CL0_11",101,NA,96,98,"ILEVER05 HF DB","ILE.VER","C","L",0,"CL0_11"
"ILEMUC 12 HF DB_CL0_10",96,96,93,93,"ILEMUC 12 HF DB","ILE.MUC","C","L",0,"CL0_10"
"ILEVER07 HF DB_CL0_10",52,NA,47,50,"ILEVER07 HF DB","ILE.VER","C","L",0,"CL0_10"
"VIBACE06 HF DB_CL0_10",NA,NA,NA,NA,"VIBACE06 HF DB","VIB.ACE","C","L",0,"CL0_10"
"ACERUB27 HF DB_CL0_1",NA,NA,NA,NA,"ACERUB27 HF DB","ACE.RUB","C","L",0,"CL0_1"
"COMPER 2 HF DB_CL0_1",NA,30,NA,NA,"COMPER 2 HF DB","COM.PER","C","L",0,"CL0_1"
"PRUPEN 21 HF DB_CL0_1",61,NA,50,52,"PRUPEN 21 HF DB","BET.SPP","C","L",0,"CL0_1"
"ACERUB25 HF DB_WS1_9",NA,NA,NA,NA,"ACERUB25 HF DB","ACE.RUB","W","S",1,"WS1_9"
"CORCOR10_HF_WS1_9",NA,42,82,94,"CORCOR10_HF","COR.COR","W","S",1,"WS1_9"
"VACCOR 9 HF DB_WS1_9",22,24,12,17,"VACCOR 9 HF DB","VAC.COR","W","S",1,"WS1_9"
"COMPER 3 HF DB_WS1_8",24,24,17,19,"COMPER 3 HF DB","COM.PER","W","S",1,"WS1_8"
"VACCOR 3 HF DB_WS1_8",62,22,37,42,"VACCOR 3 HF DB","VAC.COR","W","S",1,"WS1_8"
"VIBACE4 HF DB_WS1_8",NA,NA,NA,NA,"VIBACE4 HF DB","VIB.ACE","W","S",1,"WS1_8"
"ACESAC19 HF DB_WS1_7",NA,NA,NA,NA,"ACESAC19 HF DB","ACE.SAC","W","S",1,"WS1_7"
"ILEVER10 HF DB_WS1_7",NA,NA,NA,NA,"ILEVER10 HF DB","ILE.VER","W","S",1,"WS1_7"
"VACCOR ? HF DB_WS1_7",33,26,7,14,"VACCOR ? HF DB","VAC.COR","W","S",1,"WS1_7"
"ACESAC16 HF DB_WS1_6",68,NA,65,65,"ACESAC16 HF DB","ACE.SAC","W","S",1,"WS1_6"
"BETALL34 HF DB_WS1_6",54,NA,42,42,"BETALL34 HF DB","BET.ALL","W","S",1,"WS1_6"
"ILEVER08 HF DB_WS1_6",22,NA,14,17,"ILEVER08 HF DB","ILE.VER","W","S",1,"WS1_6"
"ACEPEN17 HF DB_WS1_5",48,NA,35,42,"ACEPEN17 HF DB","ACE.PEN","W","S",1,"WS1_5"
"PRUPEN 24 HF DB_WS1_5",24,NA,12,19,"PRUPEN 24 HF DB","PRU.PEN","W","S",1,"WS1_5"
"PRUVIR 7 HF DB_WS1_5",86,40,45,51,"PRUVIR 7 HF DB","AME.SPP","W","S",1,"WS1_5"
"ACEPEN14 HF DB_WS1_4",45,NA,33,40,"ACEPEN14 HF DB","ACE.PEN","W","S",1,"WS1_4"
"CORCOR 17 HF DB_WS1_4",76,33,48,62,"CORCOR 17 HF DB","COR.COR","W","S",1,"WS1_4"
"PRUVIR 5 HF DB_WS1_4",28,54,28,28,"PRUVIR 5 HF DB","PRU.VIR","W","S",1,"WS1_4"
"ACEPEN18 HF DB_WS1_3",42,37,33,35,"ACEPEN18 HF DB","ACE.PEN","W","S",1,"WS1_3"
"ACESAC12 HF DB_WS1_3",NA,NA,NA,NA,"ACESAC12 HF DB","ACE.SAC","W","S",1,"WS1_3"
"VIBACE06 HF DB_WS1_3",NA,NA,NA,NA,"VIBACE06 HF DB","VIB.ACE","W","S",1,"WS1_3"
"PRUPEN 24 HF DB_WS1_24",24,26,12,19,"PRUPEN 24 HF DB","PRU.PEN","W","S",1,"WS1_24"
"PRUVIR 7 HF DB_WS1_24",NA,NA,NA,NA,"PRUVIR 7 HF DB","AME.SPP","W","S",1,"WS1_24"
"VIBACE08 HF DB_WS1_24",28,NA,22,24,"VIBACE08 HF DB","VIB.ACE","W","S",1,"WS1_24"
"BETALL33 HF DB_WS1_23",35,NA,33,33,"BETALL33 HF DB","BET.ALL","W","S",1,"WS1_23"
"ILEMUC 14 HF DB_WS1_23",NA,NA,NA,NA,"ILEMUC 14 HF DB","ILE.MUC","W","S",1,"WS1_23"
"VACCOR 1 HF DB_WS1_23",48,19,40,42,"VACCOR 1 HF DB","VAC.COR","W","S",1,"WS1_23"
"ACESAC11 HF DB_WS1_22",NA,NA,62,NA,"ACESAC11 HF DB","ACE.SAC","W","S",1,"WS1_22"
"BETALL33 HF DB_WS1_22",54,NA,51,51,"BETALL33 HF DB","BET.ALL","W","S",1,"WS1_22"
"VIBACE02 HF DB_WS1_22",42,NA,37,40,"VIBACE02 HF DB","VIB.ACE","W","S",1,"WS1_22"
"ACERUB28 HF DB_WS1_21",NA,NA,NA,NA,"ACERUB28 HF DB","ACE.RUB","W","S",1,"WS1_21"
"COMPER 8 HF DB_WS1_21",35,14,14,19,"COMPER 8 HF DB","COM.PER","W","S",1,"WS1_21"
"VIBACE4 HF DB_WS1_21",NA,NA,NA,NA,"VIBACE4 HF DB","VIB.ACE","W","S",1,"WS1_21"
"ACESAC11 HF DB_WS1_20",76,NA,68,73,"ACESAC11 HF DB","ACE.SAC","W","S",1,"WS1_20"
"CORCOR14 HF DB_WS1_20",40,24,33,35,"CORCOR14 HF DB","COR.COR","W","S",1,"WS1_20"
"PRUPEN 24 HF DB_WS1_20",19,26,12,17,"PRUPEN 24 HF DB","PRU.PEN","W","S",1,"WS1_20"
"BETALL32 HF DB_WS1_2",51,NA,37,45,"BETALL32 HF DB","BET.ALL","W","S",1,"WS1_2"
"CORCOR08_HF_WS1_2",45,37,37,40,"CORCOR08_HF","COR.COR","W","S",1,"WS1_2"
"ILEVER05 HF DB_WS1_2",26,NA,19,22,"ILEVER05 HF DB","ILE.VER","W","S",1,"WS1_2"
"ACEPEN19 HF DB_WS1_19",45,42,33,40,"ACEPEN19 HF DB","ACE.PEN","W","S",1,"WS1_19"
"CORCOR07_HF_WS1_19",NA,NA,NA,NA,"CORCOR07_HF","COR.COR","W","S",1,"WS1_19"
"ILEMUC 14 HF DB_WS1_19",37,NA,28,33,"ILEMUC 14 HF DB","ILE.MUC","W","S",1,"WS1_19"
"ACERUB29 HF DB_WS1_18",NA,NA,NA,NA,"ACERUB29 HF DB","ACE.RUB","W","S",1,"WS1_18"
"ILEVER08 HF DB_WS1_18",22,NA,17,19,"ILEVER08 HF DB","ILE.VER","W","S",1,"WS1_18"
"PRUVIR 3 HF DB_WS1_18",NA,NA,35,40,"PRUVIR 3 HF DB","PRU.VIR","W","S",1,"WS1_18"
"ACEPEN16 HF DB_WS1_17",40,40,33,35,"ACEPEN16 HF DB","ACE.PEN","W","S",1,"WS1_17"
"ACERUB26 HF DB_WS1_17",NA,56,NA,NA,"ACERUB26 HF DB","ACE.RUB","W","S",1,"WS1_17"
"VACCOR 7 HF DB_WS1_17",28,NA,17,24,"VACCOR 7 HF DB","VAC.COR","W","S",1,"WS1_17"
"ACEPEN14 HF DB_WS1_16",54,NA,40,51,"ACEPEN14 HF DB","ACE.PEN","W","S",1,"WS1_16"
"ILEMUC 10 HF DB_WS1_16",62,89,62,62,"ILEMUC 10 HF DB","ILE.MUC","W","S",1,"WS1_16"
"PRUVIR 7 HF DB_WS1_16",NA,NA,NA,NA,"PRUVIR 7 HF DB","AME.SPP","W","S",1,"WS1_16"
"ACESAC18 HF DB_WS1_15",NA,NA,NA,NA,"ACESAC18 HF DB","ACE.SAC","W","S",1,"WS1_15"
"ILEVER05 HF DB_WS1_15",24,NA,17,22,"ILEVER05 HF DB","ILE.VER","W","S",1,"WS1_15"
"PRUPEN17 HF DB_WS1_15",17,24,9,14,"PRUPEN17 HF DB","PRU.PEN","W","S",1,"WS1_15"
"ACERUB28 HF DB_WS1_14",NA,NA,NA,NA,"ACERUB28 HF DB","ACE.RUB","W","S",1,"WS1_14"
"ILEMUC 12 HF DB_WS1_14",NA,NA,NA,NA,"ILEMUC 12 HF DB","ILE.MUC","W","S",1,"WS1_14"
"ILEVER 5 HF DB_WS1_14",28,NA,14,22,"ILEVER 5 HF DB","ILE.VER","W","S",1,"WS1_14"
"COMPER 3 HF DB_WS1_13",26,12,17,22,"COMPER 3 HF DB","COM.PER","W","S",1,"WS1_13"
"PRUVIR 4 HF DB_WS1_13",35,45,33,33,"PRUVIR 4 HF DB","PRU.VIR","W","S",1,"WS1_13"
"VACCOR 1 HF DB_WS1_13",22,17,12,17,"VACCOR 1 HF DB","VAC.COR","W","S",1,"WS1_13"
"COMPER 3 HF DB_WS1_12",22,NA,14,17,"COMPER 3 HF DB","COM.PER","W","S",1,"WS1_12"
"CORCOR10_HF_WS1_12",65,NA,62,62,"CORCOR10_HF","COR.COR","W","S",1,"WS1_12"
"ILEMUC 12 HF DB_WS1_12",79,79,76,79,"ILEMUC 12 HF DB","ILE.MUC","W","S",1,"WS1_12"
"BETALL26 HF DB_WS1_11",45,NA,33,40,"BETALL26 HF DB","BET.ALL","W","S",1,"WS1_11"
"COMPER 2 HF DB_WS1_11",48,9,19,26,"COMPER 2 HF DB","COM.PER","W","S",1,"WS1_11"
"PRUPEN 22 HF DB_WS1_11",24,NA,12,19,"PRUPEN 22 HF DB","PRU.PEN","W","S",1,"WS1_11"
"BETALL32 HF DB_WS1_10",51,NA,42,45,"BETALL32 HF DB","BET.ALL","W","S",1,"WS1_10"
"COMPER 3 HF DB_WS1_10",26,NA,14,17,"COMPER 3 HF DB","COM.PER","W","S",1,"WS1_10"
"PRUPEN17 HF DB_WS1_10",NA,NA,NA,NA,"PRUPEN17 HF DB","PRU.PEN","W","S",1,"WS1_10"
"ACERUB25 HF DB_WS1_1",NA,NA,NA,NA,"ACERUB25 HF DB","ACE.RUB","W","S",1,"WS1_1"
"ILEMUC 14 HF DB_WS1_1",51,NA,45,48,"ILEMUC 14 HF DB","ILE.MUC","W","S",1,"WS1_1"
"VIBACE07 HF DB_WS1_1",NA,NA,NA,NA,"VIBACE07 HF DB","VIB.ACE","W","S",1,"WS1_1"
"COMPER ? HF DB_WL1_9",42,14,28,35,"COMPER ? HF DB","COM.PER","W","L",1,"WL1_9"
"ILEMUC 13 HF DB_WL1_9",33,33,22,28,"ILEMUC 13 HF DB","ILE.MUC","W","L",1,"WL1_9"
"VIBACE08 HF DB_WL1_9",24,NA,17,19,"VIBACE08 HF DB","VIB.ACE","W","L",1,"WL1_9"
"ACERUB25 HF DB_WL1_8",NA,NA,NA,NA,"ACERUB25 HF DB","ACE.RUB","W","L",1,"WL1_8"
"BETALL31 HF DB_WL1_8",40,NA,33,35,"BETALL31 HF DB","BET.ALL","W","L",1,"WL1_8"
"COMPER 4 HF DB_WL1_8",33,12,9,22,"COMPER 4 HF DB","COM.PER","W","L",1,"WL1_8"
"BETALL31 HF DB_WL1_7",51,NA,33,42,"BETALL31 HF DB","BET.ALL","W","L",1,"WL1_7"
"CORCOR06 HF_WL1_7",26,NA,22,24,"CORCOR06 HF","COR.COR","W","L",1,"WL1_7"
"PRUPEN 26 HF DB_WL1_7",22,NA,12,14,"PRUPEN 26 HF DB","PRU.PEN","W","L",1,"WL1_7"
"ACEPEN17 HF DB_WL1_6",40,NA,26,37,"ACEPEN17 HF DB","ACE.PEN","W","L",1,"WL1_6"
"ACESAC18 HF DB_WL1_6",56,NA,51,51,"ACESAC18 HF DB","ACE.SAC","W","L",1,"WL1_6"
"PRUPEN17 HF DB_WL1_6",17,22,9,14,"PRUPEN17 HF DB","PRU.PEN","W","L",1,"WL1_6"
"BETALL34 HF DB_WL1_5",45,NA,24,33,"BETALL34 HF DB","BET.ALL","W","L",1,"WL1_5"
"CORCOR10_HF_WL1_5",NA,NA,NA,NA,"CORCOR10_HF","COR.COR","W","L",1,"WL1_5"
"ILEMUC 9 HF DB_WL1_5",28,NA,24,26,"ILEMUC 9 HF DB","ILE.MUC","W","L",1,"WL1_5"
"ACEPEN20 HF DB_WL1_4",42,NA,33,37,"ACEPEN20 HF DB","ACE.PEN","W","L",1,"WL1_4"
"CORCOR09_HF_WL1_4",48,NA,35,35,"CORCOR09_HF","COR.COR","W","L",1,"WL1_4"
"ILEMUC 9 HF DB_WL1_4",28,NA,22,26,"ILEMUC 9 HF DB","ILE.MUC","W","L",1,"WL1_4"
"ACESAC13 HF DB_WL1_3",51,NA,48,51,"ACESAC13 HF DB","ACE.SAC","W","L",1,"WL1_3"
"BETALL31 HF DB_WL1_3",35,NA,28,30,"BETALL31 HF DB","BET.ALL","W","L",1,"WL1_3"
"PRUPEN 24 HF DB_WL1_3",17,22,7,12,"PRUPEN 24 HF DB","PRU.PEN","W","L",1,"WL1_3"
"ACEPEN14 HF DB_WL1_24",NA,NA,NA,NA,"ACEPEN14 HF DB","ACE.PEN","W","L",1,"WL1_24"
"ILEMUC 12 HF DB_WL1_24",62,NA,40,54,"ILEMUC 12 HF DB","ILE.MUC","W","L",1,"WL1_24"
"ILEVER06 HF DB_WL1_24",24,62,19,22,"ILEVER06 HF DB","ILE.VER","W","L",1,"WL1_24"
"ILEMUC 14 HF DB_WL1_23",24,NA,22,22,"ILEMUC 14 HF DB","ILE.MUC","W","L",1,"WL1_23"
"ILEVER04 HF DB_WL1_23",22,NA,17,19,"ILEVER04 HF DB","ILE.VER","W","L",1,"WL1_23"
"VACCOR 7 HF DB_WL1_23",22,17,12,14,"VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_23"
"CORCOR 15 HF DB_WL1_22",NA,NA,NA,NA,"CORCOR 15 HF DB","COR.COR","W","L",1,"WL1_22"
"PRUPEN 23 HF DB_WL1_22",12,NA,9,12,"PRUPEN 23 HF DB","PRU.PEN","W","L",1,"WL1_22"
"VACCOR 7 HF DB_WL1_22",28,NA,17,24,"VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_22"
"BETALL26 HF DB_WL1_21",35,NA,33,33,"BETALL26 HF DB","BET.ALL","W","L",1,"WL1_21"
"ILEMUC 13 HF DB_WL1_21",35,35,30,33,"ILEMUC 13 HF DB","ILE.MUC","W","L",1,"WL1_21"
"VACCOR 2 HF DB_WL1_21",22,19,14,17,"VACCOR 2 HF DB","VAC.COR","W","L",1,"WL1_21"
"ACERUB23 HF DB_WL1_20",73,28,73,73,"ACERUB23 HF DB","ACE.RUB","W","L",1,"WL1_20"
"ACESAC13 HF DB_WL1_20",51,NA,48,51,"ACESAC13 HF DB","ACE.SAC","W","L",1,"WL1_20"
"COMPER 6 HF DB_WL1_20",30,17,14,22,"COMPER 6 HF DB","COM.PER","W","L",1,"WL1_20"
"ACEPEN19 HF DB_WL1_2",26,NA,17,24,"ACEPEN19 HF DB","ACE.PEN","W","L",1,"WL1_2"
"COMPER 5 HF DB_WL1_2",35,17,26,28,"COMPER 5 HF DB","COM.PER","W","L",1,"WL1_2"
"VIBACE06 HF DB_WL1_2",45,NA,30,33,"VIBACE06 HF DB","VIB.ACE","W","L",1,"WL1_2"
"ILEVER07 HF DB_WL1_19",19,NA,12,17,"ILEVER07 HF DB","ILE.VER","W","L",1,"WL1_19"
"PRUVIR 2 HF DB_WL1_19",37,NA,30,30,"PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_19"
"VIBACE06 HF DB_WL1_19",NA,NA,NA,NA,"VIBACE06 HF DB","VIB.ACE","W","L",1,"WL1_19"
"ACESAC11 HF DB_WL1_18",70,NA,68,68,"ACESAC11 HF DB","ACE.SAC","W","L",1,"WL1_18"
"CORCOR16 HF_WL1_18",54,28,28,35,"CORCOR16 HF","COR.COR","W","L",1,"WL1_18"
"VIBACE4 HF DB_WL1_18",NA,NA,NA,NA,"VIBACE4 HF DB","VIB.ACE","W","L",1,"WL1_18"
"ACEPEN14 HF DB_WL1_17",42,NA,28,40,"ACEPEN14 HF DB","ACE.PEN","W","L",1,"WL1_17"
"ACESAC17 HF DB_WL1_17",68,NA,65,68,"ACESAC17 HF DB","ACE.SAC","W","L",1,"WL1_17"
"VIBACE11 HF DB_WL1_17",40,NA,28,33,"VIBACE11 HF DB","VIB.ACE","W","L",1,"WL1_17"
"ACEPEN16 HF DB_WL1_16",54,NA,33,51,"ACEPEN16 HF DB","ACE.PEN","W","L",1,"WL1_16"
"ACERUB28 HF DB_WL1_16",NA,NA,NA,NA,"ACERUB28 HF DB","ACE.RUB","W","L",1,"WL1_16"
"ILEVER06 HF DB_WL1_16",22,NA,14,17,"ILEVER06 HF DB","ILE.VER","W","L",1,"WL1_16"
"ACERUB23 HF DB_WL1_15",68,33,62,65,"ACERUB23 HF DB","ACE.RUB","W","L",1,"WL1_15"
"ILEVER05 HF DB_WL1_15",22,NA,14,17,"ILEVER05 HF DB","ILE.VER","W","L",1,"WL1_15"
"PRUVIR 4 HF DB_WL1_15",33,NA,26,28,"PRUVIR 4 HF DB","PRU.VIR","W","L",1,"WL1_15"
"BETALL31 HF DB_WL1_14",42,NA,35,37,"BETALL31 HF DB","BET.ALL","W","L",1,"WL1_14"
"COMPER 5 HF DB_WL1_14",42,12,17,24,"COMPER 5 HF DB","COM.PER","W","L",1,"WL1_14"
"CORCOR16_HF_WL1_14",54,NA,33,40,"CORCOR16_HF","COR.COR","W","L",1,"WL1_14"
"ACERUB22 HF DB_WL1_13",NA,NA,NA,NA,"ACERUB22 HF DB","ACE.RUB","W","L",1,"WL1_13"
"COMPER 3 HF DB_WL1_13",45,37,28,30,"COMPER 3 HF DB","COM.PER","W","L",1,"WL1_13"
"ILEVER05 HF DB_WL1_13",NA,NA,28,37,"ILEVER05 HF DB","ILE.VER","W","L",1,"WL1_13"
"PRUPEN 22 HF DB_WL1_12",22,NA,9,17,"PRUPEN 22 HF DB","PRU.PEN","W","L",1,"WL1_12"
"PRUVIR 3 HF DB_WL1_12",30,40,28,28,"PRUVIR 3 HF DB","PRU.VIR","W","L",1,"WL1_12"
"VACCOR 9 HF DB_WL1_12",17,NA,9,14,"VACCOR 9 HF DB","VAC.COR","W","L",1,"WL1_12"
"PRUVIR 6 HF DB_WL1_11",35,NA,28,30,"PRUVIR 6 HF DB","PRU.VIR","W","L",1,"WL1_11"
"VACCOR 7 HF DB_WL1_11",26,19,17,24,"VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_11"
"VIBACE09 HF DB_WL1_11",28,NA,22,26,"VIBACE09 HF DB","VIB.ACE","W","L",1,"WL1_11"
"ACESAC12 HF DB_WL1_10",NA,NA,NA,NA,"ACESAC12 HF DB","ACE.SAC","W","L",1,"WL1_10"
"PRUVIR 2 HF DB_WL1_10",37,NA,28,33,"PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_10"
"VACCOR 6 HF DB_WL1_10",22,24,14,17,"VACCOR 6 HF DB","VAC.COR","W","L",1,"WL1_10"
"ACERUB27 HF DB_WL1_1",NA,NA,NA,NA,"ACERUB27 HF DB","ACE.RUB","W","L",1,"WL1_1"
