"","Family","Genus","Species","Pollination","Phen.sequence","heigh_height","flower_class","flo_time","av_fruit_time","shade_tol","imputed_resp","imputed_pred","name","pro","pro2","pol","class","class2","flo_type","shade_bin","fruiting","pro3","dev.time","min._precip","min_temp","frost_free","height_cent","fruit_cent","flo_cent","pol_cent","av_fruit_time_cent","dev_time_cent","tol_cent","precip_cent"
"87","Ulmaceae","Ulmus","rubra","wind","pro",24,"perfect",3.5,5,"moderately_tolerant","N","N","Ulmus_rubra",1,1,1,"2talltree",1,0,1,5,1,1.5,21,-43,90,0.537934976756461,-0.698917742078298,-0.890285261484911,0.635205789140671,NA,-0.380144525981331,0.608559568217212,-0.249251199049587
"88","Ulmaceae","Ulmus","pumila","wind","pro",26,"perfect",3.5,4,"moderately_tolerant","N","N","Ulmus_pumila",1,1,1,"2talltree",1,0,1,4,1,0.5,16,-38,90,0.637295963856039,-0.888301904447901,-0.890285261484911,0.635205789140671,NA,-0.578304970375855,0.608559568217212,-0.571218916626821
"89","Cannabaceae","Celtis","occidentalis","wind","syn/ser",15,"monoecious",5,9.5,"moderately_tolerant","N","N","Celtis_occidentalis",0,0,1,"1smalltree",0,1,1,9.5,0,4.5,14,-47,120,0.0908105348083564,0.153310988584917,-0.136704070861407,0.635205789140671,NA,0.21433680720224,0.608559568217212,-0.700006003657714
"90","Moraceae","Morus","alba","wind","syn",18,"dioecious",5.5,6.5,"intolerant","N","N","Morus_alba",0,1,1,"1smalltree",1,1,0,6.5,0,1,30,-18,130,0.239852015457725,-0.414841498523893,0.114489659346428,0.635205789140671,NA,-0.479224748178593,-0.408011528691085,0.330290692589435
"91","Moraceae","Morus","rubra","wind","syn",15,"dioecious",5.5,7,"moderately_tolerant","N","N","Morus_rubra",0,1,1,"1smalltree",0,1,1,7,0,1.5,35,-33,140,0.0908105348083564,-0.320149417339091,0.114489659346428,0.635205789140671,NA,-0.380144525981331,0.608559568217212,0.652258410166669
"92","Moraceae","Maclura","pomifera","wind","ser",18,"dioecious",5.5,9.5,"intolerant","N","N","Maclura_pomifera",0,0,1,"1smalltree",1,1,0,9.5,0,4,24,-23,180,0.239852015457725,0.153310988584917,0.114489659346428,0.635205789140671,NA,0.115256585004978,-0.408011528691085,-0.0560705685032463
"93","Rosaceae","Rubus","parviflorus","insect","ser",2.5,"perfect",6.5,8.5,"intolerant","Y","N","Rubus_parviflorus",0,0,0,"0shrub",0,0,0,8.5,0,2,20,-28,100,-0.530195634564011,-0.0360731737846862,0.616877119762097,-0.390895870240413,NA,-0.281064303784069,-0.408011528691085,-0.313644742565033
"94","Rosaceae","Rubus","occidentalis","insect","ser",4,"perfect",5.5,7.5,"intolerant","Y","N","Rubus_occidentalis",0,0,0,"0shrub",0,0,0,7.5,0,2,24,-28,129,-0.455674894239327,-0.22545733615429,0.114489659346428,-0.390895870240413,NA,-0.281064303784069,-0.408011528691085,-0.0560705685032463
"95","Rosaceae","Rubus","strigosis","insect","ser",2,"perfect",5.5,7.5,"intolerant","Y","N","Rubus_idaeus",0,0,0,"0shrub",0,0,0,7.5,0,2,10,-62,88,-0.555035881338905,-0.22545733615429,0.114489659346428,-0.390895870240413,NA,-0.281064303784069,-0.408011528691085,-0.957580177719501
"96","Rosaceae","Rubus","allegheniensis","insect","ser",3.5,"perfect",5.5,8,"intolerant","Y","N","Rubus_allegheniensis",0,0,0,"0shrub",0,0,0,8,0,2.5,30,-28,120,-0.480515141014221,-0.130765254969488,0.114489659346428,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,0.330290692589435
"97","Rosaceae","Rubus","hispidus","insect","ser",1.5,"perfect",6.5,8,"intolerant","Y","N","Rubus_hispidus",0,0,0,"0shrub",0,0,0,8,0,1.5,30,-38,140,-0.5798761281138,-0.130765254969488,0.616877119762097,-0.390895870240413,NA,-0.380144525981331,-0.408011528691085,0.330290692589435
"98","Rosaceae","Rubus","flagellaris","insect","ser",4,"perfect",5.5,7.5,"intolerant","Y","N","Rubus_flagellaris",0,0,0,"0shrub",0,0,0,7.5,0,2,15,-23,180,-0.455674894239327,-0.22545733615429,0.114489659346428,-0.390895870240413,NA,-0.281064303784069,-0.408011528691085,-0.635612460142267
"99","Rosaceae","Rosa","acicularis","insect","ser",1,"perfect",6,8.5,"intolerant","Y","N","Rosa_acicularis",0,0,0,"0shrub",0,0,0,8.5,0,2.5,15,-38,200,-0.604716374888695,-0.0360731737846862,0.365683389554263,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,-0.635612460142267
"100","Rosaceae","Rosa","palustris","insect","ser",2,"perfect",6.5,8.5,"moderately_tolerant","Y","N","Rosa_palustris",0,0,0,"0shrub",0,0,1,8.5,0,2,35,-33,95,-0.555035881338905,-0.0360731737846862,0.616877119762097,-0.390895870240413,NA,-0.281064303784069,0.608559568217212,0.652258410166669
"101","Rosaceae","Rosa","carolina","insect","ser",0.6,"perfect",6.5,9,"intolerant","Y","N","Rosa_carolina",0,0,0,"0shrub",0,0,0,9,0,2.5,25,-43,100,-0.62458857230861,0.0586189074001155,0.616877119762097,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,0.00832297501220054
"102","Rosaceae","Spiraea","alba","insect","ser",2,"perfect",7.5,9,"intolerant","Y","N","Spiraea_alba",0,0,0,"0shrub",0,0,0,9,0,1.5,18,-33,110,-0.555035881338905,0.0586189074001155,1.11926458017777,-0.390895870240413,NA,-0.380144525981331,-0.408011528691085,-0.442431829595927
"103","Rosaceae","Spiraea","tomentosa","insect","ser",1.2,"perfect",7.5,9,"intolerant","Y","N","Spiraea_tomentosa",0,0,0,"0shrub",0,0,0,9,0,1.5,30,-33,110,-0.594780276178737,0.0586189074001155,1.11926458017777,-0.390895870240413,NA,-0.380144525981331,-0.408011528691085,0.330290692589435
"104","Rosaceae","Prunus","nigra","insect","pro",9,"perfect",4.5,8.5,"intolerant","N","N","Prunus_nigra",1,1,0,"0shrub",0,0,0,8.5,1,4,15,24,128,-0.20727242649038,-0.0360731737846862,-0.387897801069241,-0.390895870240413,NA,0.115256585004978,-0.408011528691085,-0.635612460142267
"105","Rosaceae","Prunus","serotina","insect","syn",25,"perfect",5.5,8.5,"tolerant","N","N","Prunus_serotina",0,1,0,"2talltree",1,0,1,8.5,0,3,21,-43,120,0.58761547030625,-0.0360731737846862,0.114489659346428,-0.390895870240413,NA,-0.0829038593895456,0.608559568217212,-0.249251199049587
"106","Rosaceae","Prunus","virginiana","insect","syn/ser",10,"perfect",5.5,7.5,"moderately_tolerant","N","N","Prunus_virginiana",0,0,0,"1smalltree",0,0,1,7.5,0,2,13,-43,120,-0.15759193294059,-0.22545733615429,0.114489659346428,-0.390895870240413,NA,-0.281064303784069,0.608559568217212,-0.764399547173161
"107","Rosaceae","Prunus","pensylvanica","insect","syn",10,"perfect",5.5,7.5,"intolerant","N","N","Prunus_pensylvanica",0,1,0,"1smalltree",0,0,0,7.5,0,2,16,-38,90,-0.15759193294059,-0.22545733615429,0.114489659346428,-0.390895870240413,NA,-0.281064303784069,-0.408011528691085,-0.571218916626821
"108","Rosaceae","Prunus","pumila","insect","ser",1.5,"perfect",5.5,8,"intolerant","Y","N","Prunus_pumila",0,0,0,"0shrub",0,0,0,8,0,2.5,15,-33,125,-0.5798761281138,-0.130765254969488,0.114489659346428,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,-0.635612460142267
"109","Rosaceae","Prunus","americana","insect","pro",10,"perfect",4.5,8.5,"intolerant","N","N","Prunus_americana",1,1,0,"1smalltree",0,0,0,8.5,1,4,16,-38,100,-0.15759193294059,-0.0360731737846862,-0.387897801069241,-0.390895870240413,NA,0.115256585004978,-0.408011528691085,-0.571218916626821
"110","Rosaceae","Amelanchier","sanguinea","insect","ser",8,"perfect",4.5,7,"intolerant","N","N","Amelanchier_sanguinea",0,0,0,"0shrub",0,0,0,7,0,2.5,35,-43,100,-0.256952920040169,-0.320149417339091,-0.387897801069241,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,0.652258410166669
"111","Rosaceae","Amelanchier","arborea","insect","pro/syn",8,"perfect",4.5,7,"tolerant","N","N","Amelanchier_arborea",1,1,0,"0shrub",0,0,1,7,0,2.5,26,-47,120,-0.256952920040169,-0.320149417339091,-0.387897801069241,-0.390895870240413,NA,-0.181984081586807,0.608559568217212,0.0727165185276474
"112","Rosaceae","Amelanchier","laevis","insect","syn/ser",10,"perfect",4,7,"tolerant","N","N","Amelanchier_laevis",0,0,0,"1smalltree",0,0,1,7,0,3,34,-38,85,-0.15759193294059,-0.320149417339091,-0.639091531277076,-0.390895870240413,NA,-0.0829038593895456,0.608559568217212,0.587864866651222
"113","Rosaceae","Crataegus","crus-galli","insect","syn",10,"perfect",5.5,9.5,"intolerant","N","N","Crataegus_crus-galli",0,1,0,"1smalltree",0,0,0,9.5,0,4,24,-33,90,-0.15759193294059,0.153310988584917,0.114489659346428,-0.390895870240413,NA,0.115256585004978,-0.408011528691085,-0.0560705685032463
"114","Rosaceae","Malus","pumila","insect","syn",12,"perfect",5,8.5,"moderately_tolerant","N","N","Malus_pumila",0,1,0,"1smalltree",0,0,1,8.5,0,3.5,33,-78,100,-0.0582309458410117,-0.0360731737846862,-0.136704070861407,-0.390895870240413,NA,0.0161763628077162,0.608559568217212,0.523471323135775
"115","Fabaceae","Cercis","canadensis","insect","pro/syn",25,"perfect",4.5,6.5,"moderately_tolerant","N","N","Cercis_canadensis",1,1,0,"2talltree",1,0,1,6.5,0,2,20,-28,170,0.58761547030625,-0.414841498523893,-0.387897801069241,-0.390895870240413,NA,-0.281064303784069,0.608559568217212,-0.313644742565033
"116","Fabaceae","Gleditsia","triacanthos","insect","syn/ser",26,"dioecious",5.5,9.5,"intolerant","N","N","Gleditsia_triacanthos",0,0,0,"2talltree",1,1,0,9.5,0,4,20,-36,150,0.637295963856039,0.153310988584917,0.114489659346428,-0.390895870240413,NA,0.115256585004978,-0.408011528691085,-0.313644742565033
"117","Fabaceae","Robinia","pseudoacacia","insect","ser",18,"perfect",5.5,10,"intolerant","N","N","Robinia_pseudoacacia",0,0,0,"1smalltree",1,0,0,10,0,4.5,16,-37,140,0.239852015457725,0.248003069769719,0.114489659346428,-0.390895870240413,NA,0.21433680720224,-0.408011528691085,-0.571218916626821
"118","Cornaceae","Cornus","florida","insect","syn",10,"perfect",5.5,10,"tolerant","N","N","Cornus_florida",0,1,0,"1smalltree",0,0,1,10,0,4.5,28,-28,160,-0.15759193294059,0.248003069769719,0.114489659346428,-0.390895870240413,NA,0.21433680720224,0.608559568217212,0.201503605558541
"119","Cornaceae","Cornus","alternifolia","insect","ser",8,"perfect",5.5,10,"tolerant","N","N","Cornus_alternifolia",0,0,0,"0shrub",0,0,1,10,0,4.5,24,-47,120,-0.256952920040169,0.248003069769719,0.114489659346428,-0.390895870240413,NA,0.21433680720224,0.608559568217212,-0.0560705685032463
"120","Cornaceae","Cornus","sericea","insect","ser",3,"perfect",6,9,"intolerant","Y","N","Cornus_sericea",0,0,0,"0shrub",0,0,0,9,0,3,18,-38,90,-0.505355387789116,0.0586189074001155,0.365683389554263,-0.390895870240413,NA,-0.0829038593895456,-0.408011528691085,-0.442431829595927
"121","Cornaceae","Cornus","amomum","insect","ser",4,"perfect",6,8.5,"intolerant","N","N","Cornus_amomum",0,0,0,"0shrub",0,0,0,8.5,0,2.5,36,-38,110,-0.455674894239327,-0.0360731737846862,0.365683389554263,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,0.716651953682115
"122","Cornaceae","Cornus","foemina","insect","ser",5,"perfect",5.5,8,"intolerant","Y","N","Cornus_foemina",0,0,0,"0shrub",0,0,0,8,0,2.5,36,-3,240,-0.405994400689537,-0.130765254969488,0.114489659346428,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,0.716651953682115
"123","Cornaceae","Cornus","rugosa","insect","ser",3,"perfect",5.5,8.5,"intolerant","Y","N","Cornus_rugosa",0,0,0,"0shrub",0,0,0,8.5,0,3,18,-28,90,-0.505355387789116,-0.0360731737846862,0.114489659346428,-0.390895870240413,NA,-0.0829038593895456,-0.408011528691085,-0.442431829595927
"124","Nyssaceae","Nyssa","sylvatica","insect","syn",18,"dioecious",5.5,10,"tolerant","N","N","Nyssa_sylvatica",0,1,0,"1smalltree",1,1,1,10,0,4.5,40,-18,140,0.239852015457725,0.248003069769719,0.114489659346428,-0.390895870240413,NA,0.21433680720224,0.608559568217212,0.974226127743902
"125","Ericaceae","Vaccinium","angustifolium","insect","ser",0.5,"perfect",5.5,7.5,"intolerant","Y","N","Vaccinium_angustifolium",0,0,0,"0shrub",0,0,0,7.5,0,2,32,-33,100,-0.629556621663589,-0.22545733615429,0.114489659346428,-0.390895870240413,NA,-0.281064303784069,-0.408011528691085,0.459077779620328
"126","Ericaceae","Vaccinium","ovalifolium","insect","pro",1.5,"perfect",5.5,7.5,"moderately_tolerant","N","N","Vaccinium_ovalifolium",1,1,0,"0shrub",0,0,1,7.5,1,2,24,-33,100,-0.5798761281138,-0.22545733615429,0.114489659346428,-0.390895870240413,NA,-0.281064303784069,0.608559568217212,-0.0560705685032463
"127","Ericaceae","Gaylussacia","baccata","insect","ser",1.5,"perfect",5.5,8.5,"intolerant","Y","N","Gaylussacia_baccata",0,0,0,"0shrub",0,0,0,8.5,0,3,28,-33,100,-0.5798761281138,-0.0360731737846862,0.114489659346428,-0.390895870240413,NA,-0.0829038593895456,-0.408011528691085,0.201503605558541
"128","Ericaceae","Vaccinium","corymbosum","insect","ser",4,"perfect",5.5,7.5,"intolerant","Y","N","Vaccinium_corymbosum",0,0,0,"0shrub",0,0,0,7.5,0,2,32,-33,100,-0.455674894239327,-0.22545733615429,0.114489659346428,-0.390895870240413,NA,-0.281064303784069,-0.408011528691085,0.459077779620328
"129","Aqufoliaceae","Ilex","verticillata","insect","ser",5,"dioecious",6,9.5,"moderately_tolerant","N","N","Ilex_verticillata",0,0,0,"0shrub",0,1,1,9.5,0,3.5,35,-28,140,-0.405994400689537,0.153310988584917,0.365683389554263,-0.390895870240413,NA,0.0161763628077162,0.608559568217212,0.652258410166669
"130","Adoxaceae","Sambucus","canadensis","insect","ser",4,"perfect",6.5,9.5,"moderately_tolerant","Y","N","Sambucus_canadensis",0,0,0,"0shrub",0,0,1,9.5,0,3,34,-28,100,-0.455674894239327,0.153310988584917,0.616877119762097,-0.390895870240413,NA,-0.0829038593895456,0.608559568217212,0.587864866651222
"131","Adoxaceae","Sambucus","racemosa","insect","ser",4,"perfect",4.5,6.5,"moderately_tolerant","Y","N","Sambucus_racemosa",0,0,0,"0shrub",0,0,1,6.5,0,2,24,-33,200,-0.455674894239327,-0.414841498523893,-0.387897801069241,-0.390895870240413,NA,-0.281064303784069,0.608559568217212,-0.0560705685032463
"132","Adoxaceae","Viburnum","acerifolium","insect","ser",2,"perfect",5.5,9,"tolerant","Y","N","Viburnum_acerifolium",0,0,0,"0shrub",0,0,1,9,0,3.5,32,-28,115,-0.555035881338905,0.0586189074001155,0.114489659346428,-0.390895870240413,NA,0.0161763628077162,0.608559568217212,0.459077779620328
"133","Adoxaceae","Viburnum","dentatum","insect","ser",3,"perfect",5.5,8.5,"moderately_tolerant","Y","N","Viburnum_dentatum",0,0,0,"0shrub",0,0,1,8.5,0,3,32,-28,163,-0.505355387789116,-0.0360731737846862,0.114489659346428,-0.390895870240413,NA,-0.0829038593895456,0.608559568217212,0.459077779620328
"134","Adoxaceae","Viburnum","rafinesquianum","insect","ser",2.5,"perfect",5.5,8.5,"moderately_tolerant","Y","N","Viburnum_rafinesquianum",0,0,0,"0shrub",0,0,1,8.5,0,3,30,-43,100,-0.530195634564011,-0.0360731737846862,0.114489659346428,-0.390895870240413,NA,-0.0829038593895456,0.608559568217212,0.330290692589435
"135","Adoxaceae","Viburnum","lentago","insect","ser",8,"perfect",5.5,9.5,"moderately_tolerant","N","N","Viburnum_lentago",0,0,0,"0shrub",0,0,1,9.5,0,4,38,-33,128,-0.256952920040169,0.153310988584917,0.114489659346428,-0.390895870240413,NA,0.115256585004978,0.608559568217212,0.845439040713009
"136","Caprifoliaceae","Symphoricarpos","albus","insect","ser",1,"perfect",6.5,9.5,"intolerant","Y","N","Symphoricarpos_albus",0,0,0,"0shrub",0,0,0,9.5,0,3,12,-38,150,-0.604716374888695,0.153310988584917,0.616877119762097,-0.390895870240413,NA,-0.0829038593895456,-0.408011528691085,-0.828793090688608
"137","Caprifoliaceae","Lonicera","tatarica","insect","ser",3,"perfect",5.5,9,"moderately_tolerant","Y","N","Lonicera_tatarica",0,0,0,"0shrub",0,0,1,9,0,3.5,32,-38,120,-0.505355387789116,0.0586189074001155,0.114489659346428,-0.390895870240413,NA,0.0161763628077162,0.608559568217212,0.459077779620328
"138","Caprifoliaceae","Lonicera","maackii","insect","ser",5,"perfect",6,9,"moderately_tolerant","Y","N","Lonicera_maackii",0,0,0,"0shrub",0,0,1,9,0,3,25,-33,100,-0.405994400689537,0.0586189074001155,0.365683389554263,-0.390895870240413,NA,-0.0829038593895456,0.608559568217212,0.00832297501220054
"139","Rubiaceae","Cephalanthus","occidentalis","insect","ser",5,"perfect",7.5,9.5,"tolerant","Y","N","Cephalanthus_occidentalis",0,0,0,"0shrub",0,0,1,9.5,0,2,20,-33,150,-0.405994400689537,0.153310988584917,1.11926458017777,-0.390895870240413,NA,-0.281064303784069,0.608559568217212,-0.313644742565033
"140","Oleaceae","Fraxinus","profunda","wind","pro/syn",25,"dioecious",5,9,"intolerant","N","N","Fraxinus_profunda",1,1,1,"2talltree",1,1,0,9,0,4,36,-24,180,0.58761547030625,0.0586189074001155,-0.136704070861407,0.635205789140671,NA,0.115256585004978,-0.408011528691085,0.716651953682115
"141","Oleaceae","Fraxinus","pennsylvanica","wind","pro/syn",18,"dioecious",5,9,"intolerant","N","N","Fraxinus_pennsylvanica",1,1,1,"1smalltree",1,1,0,9,0,4,15,-47,120,0.239852015457725,0.0586189074001155,-0.136704070861407,0.635205789140671,NA,0.115256585004978,-0.408011528691085,-0.635612460142267
"142","Oleaceae","Fraxinus","americana","wind","pro",28,"dioecious",5,8.5,"moderately_tolerant","N","N","Fraxinus_americana",1,1,1,"2talltree",1,1,1,8.5,1,3.5,28,-34,90,0.736656950955618,-0.0360731737846862,-0.136704070861407,0.635205789140671,NA,0.0161763628077162,0.608559568217212,0.201503605558541
"143","Oleaceae","Fraxinus","nigra","wind","pro",20,"dioecious",5,8.5,"moderately_tolerant","N","N","Fraxinus_nigra",1,1,1,"2talltree",1,1,1,8.5,1,3.5,20,-47,80,0.339213002557303,-0.0360731737846862,-0.136704070861407,0.635205789140671,NA,0.0161763628077162,0.608559568217212,-0.313644742565033
"144","Oleaceae","Syringa","vulgaris","insect","syn/ser",7,"perfect",5,9,"intolerant","N","N","Syringa_vulgaris",0,0,0,"0shrub",0,0,0,9,0,4,30,-38,110,-0.306633413589958,0.0586189074001155,-0.136704070861407,-0.390895870240413,NA,0.115256585004978,-0.408011528691085,0.330290692589435
"145","Oleaceae","Ligustrum","vulgare","insect","ser",5,"perfect",6,9,"intolerant","Y","N","Ligustrum_vulgare",0,0,0,"0shrub",0,0,0,9,0,3,18,-38,130,-0.405994400689537,0.0586189074001155,0.365683389554263,-0.390895870240413,NA,-0.0829038593895456,-0.408011528691085,-0.442431829595927
"146","Bignoniaceae","Catalpa","bignonioides","insect","ser",12,"perfect",6.5,9,"intolerant","N","N","Catalpa_bignonioides",0,0,0,"1smalltree",0,0,0,9,0,2.5,30,-18,140,-0.0582309458410117,0.0586189074001155,0.616877119762097,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,0.330290692589435
"147","Bignoniaceae","Catalpa","speciosa","insect","ser",15,"perfect",6.5,9,"intolerant","N","N","Catalpa_speciosa",0,0,0,"1smalltree",0,0,0,9,0,2.5,20,-38,90,0.0908105348083564,0.0586189074001155,0.616877119762097,-0.390895870240413,NA,-0.181984081586807,-0.408011528691085,-0.313644742565033
